WM_ID	Centroid_X	Centroid_Y	SR_M	SR_A	SR_B	SR_SUM	REGION_2016	REGION_2017	grid_bio1	grid_bio2	grid_bio3	grid_bio4	grid_bio5	grid_bio6	grid_bio7	grid_bio8	grid_bio9	grid_bio10	grid_bio11	grid_bio12	grid_bio13	grid_bio14	grid_bio15	grid_bio16	grid_bio17	grid_bio18	grid_bio19	pet_ann	Countpnts_t	Avg_t	Range_t	Countpnts_SP	Avg_TSP	Avg_USP	Avg_SSP	Avg_erlong	Avg_HERM02	Avg_HERM24	Avg_HERM46	Avg_HERM68	Avg_HERM81	Avg_HERM10	Avg_HERMER	soil_var	dem_range	Avg_Z	Min_Z	Max_Z	Range_Z	Rugg_avg	Rugg_range	Countpnts_cosmo	E_Calc	dE_Calc	RELIEF_MIN	RELIEF_MAX	RELIEF_RNG	RELIEF_MN	RELIEF_STD	REALM
39468	47.5	-19.5	67	84	107	258	MADAGASCAR	MADAGASCAR	162.70	78.66	537.27	2365.65	229.02	82.75	146.27	188.26	127.34	188.89	126.21	1532.70	340.62	13.30	91.31	968.62	48.21	862.09	48.77	1281.50	4.00	183.00	51.00	4.00	6699.97	32.00	2.27	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	11.00	2049.00	1442.50	1270.00	1545.00	275.00	116.43	573.00	1	14.09	1.61	703.52	2315.03	1611.52	1589.23	247.14	Madagascan
39713	-67.5	-20.5	30	2	55	87	ANDES	ANDES	70.80	140.92	590.42	3070.77	184.45	-54.44	238.89	98.83	40.17	105.45	22.91	102.54	37.88	0.00	155.68	104.88	0.06	43.12	0.35	1126.50	6.00	28.97	12.70	6.00	20842.65	8.88	3.34	0.13	0.19	0.19	0.19	0.19	0.18	0.18	0.18	8.00	1488.00	3922.17	3761.00	4066.00	305.00	38.85	721.00	0	0.00	0.00	3602.34	4450.55	848.21	3673.74	112.53	South American
39714	-66.5	-20.5	40	4	66	110	ANDES	ANDES	67.95	135.99	550.33	3192.77	184.05	-63.05	247.09	94.06	28.77	102.54	17.38	175.91	47.95	0.18	122.28	135.55	0.93	79.53	2.10	1243.75	8.00	27.70	21.90	8.00	98714.49	27.21	7.15	0.18	0.22	0.22	0.22	0.22	0.22	0.22	0.22	6.00	2339.00	3671.00	3290.00	4001.00	711.00	149.07	753.00	0	0.00	0.00	3384.93	4897.86	1512.93	3851.41	217.81	South American
39827	46.5	-20.5	15	19	68	102	MADAGASCAR	MADAGASCAR	193.34	85.93	549.55	2229.12	263.34	106.96	156.38	214.41	162.81	214.98	156.07	979.53	256.22	4.10	107.73	720.25	15.13	592.15	16.73	1362.50	4.00	272.50	118.00	4.00	92336.26	22.78	6.29	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.00	1757.00	1260.00	1150.00	1490.00	340.00	192.35	695.00	0	0.00	0.00	579.59	1941.41	1361.83	1201.50	323.63	Madagascan
39828	47.5	-20.5	65	91	129	285	MADAGASCAR	MADAGASCAR	178.08	73.74	523.23	2418.14	241.67	100.94	140.74	205.31	151.82	205.98	141.40	1594.92	309.04	30.58	76.37	883.76	103.23	847.98	118.89	1496.25	3.00	276.00	48.00	3.00	33195.38	12.95	2.49	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	9.00	2138.00	1441.67	1290.00	1635.00	345.00	145.50	556.00	0	0.00	0.00	324.21	1862.52	1538.31	1203.36	411.66	Madagascan
40070	-70.5	-21.5	10	-9999	27	37		ANDES	175.87	73.41	542.13	1962.17	237.13	101.78	135.35	194.79	202.54	202.59	148.29	0.20	0.20	0.00	331.66	0.40	0.00	0.02	0.15	0.00	8.00	127.13	27.00	8.00	30.29	0.33	0.23	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	4.00	2284.00	886.25	10.00	1800.00	1790.00	186.83	856.00	0	0.00	0.00	32.33	1903.38	1871.05	750.48	524.49	South American
40072	-68.5	-21.5	34	5	64	103	ANDES	ANDES	43.50	135.33	638.01	2452.95	143.10	-69.03	212.13	71.18	15.82	72.58	4.97	33.79	17.80	0.00	188.68	39.15	0.00	35.50	0.79	1149.75	14.00	39.20	11.70	14.00	194.01	1.00	0.50	0.10	0.11	0.11	0.11	0.11	0.13	0.13	0.11	9.00	3884.00	4122.86	3759.00	4577.00	818.00	226.89	1007.00	0	0.00	0.00	2529.10	5299.28	2770.17	3951.90	478.33	South American
40074	-66.5	-21.5	40	4	70	114	ANDES	ANDES	48.20	135.90	560.03	3221.12	162.48	-80.32	242.80	78.84	7.70	82.95	-1.72	170.45	54.42	0.00	134.02	144.28	0.00	93.06	0.51	1291.75	6.00	23.57	11.00	6.00	3498.35	7.60	3.30	0.20	0.24	0.24	0.24	0.24	0.25	0.25	0.24	5.00	2799.00	4145.83	4020.00	4323.00	303.00	163.05	845.00	0	0.00	0.00	3213.55	5395.83	2182.28	4073.56	296.12	South American
40075	-65.5	-21.5	75	8	136	219	ANDES	ANDES	85.37	128.11	540.82	3189.88	185.14	-51.71	236.85	117.10	36.06	119.31	33.56	367.12	91.01	0.22	110.40	261.25	1.40	202.62	1.56	1344.50	25.00	27.40	16.60	25.00	81762.73	34.75	8.74	0.18	0.19	0.19	0.19	0.19	0.20	0.20	0.19	4.00	2551.00	3357.92	2540.00	4189.00	1649.00	232.09	920.00	0	0.00	0.00	2396.72	4326.14	1929.41	3404.70	412.44	South American
40076	-64.5	-21.5	120	21	356	497	ANDES	ANDES	147.71	102.18	503.19	3153.30	228.69	25.91	202.78	182.22	97.73	182.27	96.28	772.87	167.77	2.08	97.04	484.78	7.83	476.22	8.06	1638.50	16.00	22.98	20.10	16.00	95657.56	59.66	12.39	0.22	0.20	0.20	0.20	0.20	0.21	0.19	0.20	7.00	4035.00	2940.50	1834.00	3870.00	2036.00	327.67	1199.00	0	0.00	0.00	643.79	4179.97	3536.17	1991.02	699.49	South American
40094	-46.5	-21.5	168	83	381	632	BRAZIL	BRAZIL	202.01	82.80	558.27	2019.66	262.94	114.62	148.32	219.27	177.90	222.61	167.23	1474.84	261.05	22.09	69.17	768.33	70.35	670.68	74.29	1274.50	6.00	154.83	259.80	6.00	135525.98	19.02	5.21	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	6.00	1225.00	1082.83	728.00	1339.00	611.00	99.46	434.00	0	0.00	0.00	608.55	1453.72	845.17	959.85	165.52	South American
40097	-43.5	-21.5	172	111	439	722	BRAZIL	BRAZIL	207.58	77.16	521.38	2040.36	276.01	128.01	148.00	228.52	177.19	233.94	175.50	1461.66	275.72	17.25	75.61	810.88	55.91	666.42	56.49	1213.50	5.00	179.90	54.60	5.00	39156.82	10.37	3.21	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	7.00	1508.00	822.00	598.00	1081.00	483.00	109.85	510.00	0	0.00	0.00	390.52	1549.76	1159.24	837.53	228.03	South American
40187	46.5	-21.5	54	36	68	158	MADAGASCAR	MADAGASCAR	199.98	82.09	526.07	2450.09	270.66	114.60	156.06	224.91	171.08	225.11	160.59	859.92	206.37	8.76	101.72	598.66	28.10	549.14	31.98	1355.00	6.00	236.17	107.00	6.00	103450.36	36.66	8.84	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	8.00	1499.00	1065.00	800.00	1340.00	540.00	137.39	803.00	0	0.00	0.00	617.28	1645.38	1028.10	964.03	223.52	Madagascan
40188	47.5	-21.5	65	99	132	296		MADAGASCAR	201.22	67.19	497.66	2447.26	262.17	127.52	134.65	229.64	178.61	229.91	164.80	1731.79	293.41	43.36	64.86	862.03	146.10	854.09	215.56	1414.00	8.00	280.75	328.00	8.00	44572.28	37.24	6.25	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	9.00	1986.00	638.13	75.00	1150.00	1075.00	126.94	675.00	0	0.00	0.00	17.59	1702.28	1684.69	753.16	453.17	Madagascan
40430	-70.5	-22.5	9	-9999	26	35		ANDES	162.42	82.89	543.21	2161.63	231.56	79.48	152.08	146.47	191.57	191.63	131.49	0.91	0.89	0.00	329.25	1.79	0.00	0.02	0.88	1496.00	8.00	127.13	27.00	8.00	30.29	0.33	0.23	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	7.00	2084.00	886.25	10.00	1800.00	1790.00	207.36	813.00	0	0.00	0.00	1.00	1923.17	1922.17	1010.64	507.53	South American
40431	-69.5	-22.5	11	-9999	14	25	ANDES	ANDES	161.84	127.65	613.19	2552.70	252.28	44.45	207.83	164.71	188.43	191.50	121.46	5.50	3.24	0.00	223.07	6.66	0.00	4.39	1.05	902.50	12.00	55.70	15.00	12.00	6554.69	14.30	5.30	0.09	0.10	0.10	0.10	0.10	0.11	0.11	0.10	2.00	2420.00	2382.33	1926.00	2806.00	880.00	76.42	496.00	0	0.00	0.00	1037.45	3159.07	2121.62	1610.18	398.65	South American
40432	-68.5	-22.5	29	3	67	99	ANDES	ANDES	91.16	141.46	615.14	2840.60	196.72	-33.35	230.07	124.38	74.01	124.38	46.44	28.58	18.51	0.00	208.68	37.41	0.00	37.41	1.30	1189.25	34.00	35.76	11.50	34.00	1358.93	5.30	2.03	0.12	0.11	0.11	0.11	0.11	0.25	0.25	0.16	5.00	3856.00	3248.21	2596.00	3943.00	1347.00	135.76	1218.00	0	0.00	0.00	2137.45	4992.62	2855.17	3103.69	584.05	South American
40454	-46.5	-22.5	176	107	448	731	BRAZIL	BRAZIL	196.10	80.12	545.16	2127.47	258.22	111.27	146.96	216.51	168.78	220.04	161.09	1514.64	251.65	33.00	60.90	743.89	103.23	668.43	112.10	1336.75	4.00	213.83	146.00	4.00	249159.65	48.96	10.76	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	6.00	1455.00	935.25	809.00	1205.00	396.00	137.13	640.00	0	0.00	0.00	608.41	1676.55	1068.14	990.42	237.87	South American
40455	-45.5	-22.5	174	136	481	791	BRAZIL	BRAZIL	191.61	78.35	531.95	2100.69	255.91	108.63	147.28	212.66	161.00	216.78	157.68	1523.03	259.99	28.81	65.23	767.99	93.87	693.49	95.79	1218.00	8.00	127.68	170.10	8.00	185287.06	41.83	8.82	0.06	0.02	0.02	0.02	0.02	0.02	0.02	0.02	6.00	1866.00	1001.50	820.00	1351.00	531.00	182.43	760.00	0	0.00	0.00	472.86	1846.83	1373.97	1055.06	307.15	South American
40456	-44.5	-22.5	177	175	533	885		BRAZIL	195.12	71.86	506.98	2070.66	259.27	117.90	141.37	216.99	163.99	221.79	163.19	1680.29	284.83	31.91	65.17	835.94	101.37	754.62	101.97	1222.25	20.00	115.13	236.40	20.00	147327.62	62.85	12.26	0.06	0.04	0.04	0.04	0.04	0.04	0.04	0.04	14.00	2781.00	1133.10	402.00	1892.00	1490.00	221.07	828.00	0	0.00	0.00	1.00	2321.48	2320.48	925.48	450.40	South American
40457	-43.5	-22.5	173	167	536	876		BRAZIL	222.78	66.80	486.49	2056.06	287.38	150.80	136.59	245.00	193.91	250.83	192.56	1427.46	235.13	30.93	59.98	690.80	98.65	603.26	103.58	1241.25	3.00	149.67	24.70	3.00	2353431.00	118.68	20.27	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	18.00	2385.00	511.33	310.00	862.00	552.00	160.27	939.00	0	0.00	0.00	1.00	1674.97	1673.97	413.22	337.11	South American
40547	46.5	-22.5	65	63	82	210	MADAGASCAR	MADAGASCAR	195.74	77.35	511.31	2557.00	263.81	112.57	151.24	223.59	159.00	223.69	155.90	996.35	225.44	13.17	93.17	657.35	43.41	618.77	46.59	1351.50	30.00	270.63	231.00	30.00	280603.88	57.97	15.47	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	9.00	2085.00	1350.77	570.00	2658.00	2088.00	151.36	998.00	0	0.00	0.00	545.24	1991.62	1446.38	915.82	238.24	Madagascan
40548	47.5	-22.5	64	76	133	273		MADAGASCAR	223.63	53.91	450.44	2352.57	277.11	158.47	118.63	250.36	201.20	251.75	189.21	1882.87	291.32	50.11	54.20	853.64	166.16	829.34	279.18	1333.50	10.00	310.20	168.00	10.00	128305.44	36.81	7.15	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	13.00	1749.00	1253.50	45.00	2480.00	2435.00	71.67	629.00	0	0.00	0.00	3.67	1590.07	1586.40	298.60	318.30	Madagascan
40790	-70.5	-23.5	10	-9999	24	34		ANDES	191.56	106.09	575.27	2325.46	273.75	90.19	183.56	163.32	221.64	221.64	156.10	2.81	1.62	0.00	238.50	3.53	0.00	0.00	3.17	893.50	7.00	88.40	49.80	7.00	894.24	3.69	1.79	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	7.00	1688.00	835.43	626.00	1004.00	378.00	150.71	879.00	0	0.00	0.00	7.35	1471.07	1463.72	704.40	417.87	South American
40791	-69.5	-23.5	11	-9999	14	25	ANDES	ANDES	163.82	145.14	612.73	2895.17	268.23	31.32	236.91	131.01	193.28	197.35	118.00	8.69	3.06	0.00	147.94	7.05	0.00	1.75	5.26	918.75	4.00	55.00	8.40	4.00	2495.46	8.19	3.22	0.10	0.07	0.07	0.07	0.07	0.11	0.11	0.08	2.00	2752.00	2049.00	1573.00	2491.00	918.00	107.67	580.00	4	0.82	0.11	636.83	3085.34	2448.52	1649.59	569.48	South American
40792	-68.5	-23.5	20	-9999	51	71	ANDES	ANDES	110.22	150.80	600.66	3187.72	225.19	-25.87	251.06	119.27	131.52	147.83	59.93	21.57	7.24	0.00	114.35	15.58	0.08	14.34	6.40	1176.25	4.00	51.55	25.90	4.00	1800.61	7.49	2.79	0.08	0.15	0.15	0.15	0.15	0.15	0.15	0.15	4.00	2062.00	3205.50	2439.00	4033.00	1594.00	91.54	559.00	1	2.37	0.32	2201.45	3793.97	1592.52	2601.11	343.94	South American
40794	-66.5	-23.5	41	3	91	135	ANDES	ANDES	39.82	126.39	558.58	3278.70	146.17	-80.25	226.43	73.87	-5.70	76.32	-10.12	179.61	57.74	0.24	130.40	147.19	0.92	133.95	1.10	1233.75	4.00	22.33	3.70	4.00	0.00	0.00	0.00	0.20	0.28	0.28	0.28	0.28	0.22	0.22	0.26	6.00	1901.00	3910.00	3793.00	4111.00	318.00	126.60	666.00	0	0.00	0.00	3383.62	5022.34	1638.72	3954.42	302.66	South American
40795	-65.5	-23.5	106	22	283	411	ANDES	ANDES	68.16	113.50	504.14	3673.60	160.54	-64.39	224.93	104.04	10.89	107.84	9.53	764.34	182.57	4.26	103.84	500.40	14.43	478.71	14.46	1267.00	8.00	22.06	52.00	8.00	765764.46	158.67	25.86	0.23	0.18	0.18	0.18	0.18	0.17	0.17	0.17	11.00	4433.00	4031.25	3539.00	4262.00	723.00	328.59	987.00	0	0.00	0.00	857.41	4873.28	4015.86	3425.37	856.48	South American
40810	-50.5	-23.5	141	53	403	597	BRAZIL	BRAZIL	211.16	81.49	530.24	2560.65	276.18	122.48	153.70	238.05	181.81	238.74	170.30	1449.40	193.31	54.91	35.82	567.09	168.24	526.27	206.42	1241.00	3.00	134.90	35.40	3.00	18565.82	12.01	3.40	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	11.00	871.00	701.00	675.00	740.00	65.00	82.39	485.00	0	0.00	0.00	368.55	1041.34	672.79	598.44	114.44	South American
40814	-46.5	-23.5	160	141	549	850	BRAZIL	BRAZIL	196.96	62.00	470.20	2204.15	255.84	125.13	130.71	220.82	168.88	225.31	164.44	1718.97	261.96	56.32	48.76	743.50	173.51	713.03	192.03	1207.75	10.00	132.27	184.50	10.00	113486.65	25.08	6.19	0.06	0.02	0.02	0.02	0.02	0.02	0.02	0.02	9.00	1459.00	697.70	8.00	991.00	983.00	95.68	794.00	0	0.00	0.00	1.00	1195.83	1194.83	737.62	228.18	South American
40815	-45.5	-23.5	161	140	531	832		BRAZIL	202.65	60.37	466.28	2105.77	261.54	133.05	128.48	225.38	174.09	230.30	171.62	1648.23	247.99	54.26	49.03	714.26	168.67	674.08	175.78	816.67	7.00	74.50	99.00	7.00	402002.04	49.67	9.82	0.11	0.03	0.03	0.03	0.03	0.03	0.03	0.03	17.00	1647.00	519.43	-9.00	1077.00	1086.00	150.43	895.00	0	0.00	0.00	1.33	1324.21	1322.87	680.05	301.86	South American
40816	-44.5	-23.5	155	136	497	788		BRAZIL	213.96	55.70	456.69	2006.03	270.48	148.99	121.49	235.91	186.73	240.99	184.97	1966.70	269.80	66.02	45.61	797.12	201.41	752.01	205.84	1913.50	13.00	100.90	137.70	13.00	388907.13	105.66	17.02	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	13.00	1802.00	939.38	-18.00	1812.00	1830.00	309.71	657.00	0	0.00	0.00	1.00	1453.10	1452.10	447.73	464.08	South American
41153	-67.5	-24.5	26	2	62	90	ANDES	ANDES	33.17	130.18	566.13	3330.74	144.51	-85.39	229.90	70.82	27.92	74.13	-17.03	39.17	12.68	0.08	107.17	29.68	1.39	29.51	5.99	1216.50	4.00	193.90	9.00	4.00	309908.10	75.41	14.73	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	4.00	2597.00	4267.25	3992.00	4540.00	548.00	162.95	815.00	0	0.00	0.00	3413.97	5065.52	1651.55	3836.72	371.41	South American
41154	-66.5	-24.5	51	4	112	167	ANDES	ANDES	27.72	116.42	536.52	3448.54	126.34	-90.60	216.94	66.23	-19.24	66.72	-25.08	224.49	71.18	0.91	123.80	182.53	3.01	182.46	3.28	1205.50	9.00	34.49	49.30	9.00	18728.90	24.88	6.95	0.16	0.13	0.13	0.13	0.13	0.13	0.13	0.13	5.00	3848.00	4485.00	3513.00	5170.00	1657.00	285.96	881.00	0	0.00	0.00	2661.86	5656.83	2994.97	4258.92	498.30	South American
41155	-65.5	-24.5	109	18	340	467	ANDES	ANDES	118.30	100.42	470.45	3748.31	204.96	-8.42	213.39	158.88	59.16	159.95	58.18	762.48	191.76	4.33	103.50	514.96	14.31	514.15	14.34	1176.00	7.00	57.33	63.00	7.00	105913.91	32.04	7.58	0.11	0.10	0.10	0.10	0.10	0.10	0.10	0.10	14.00	5240.00	3085.43	2877.00	3216.00	339.00	293.57	1105.00	0	0.00	0.00	604.48	5189.90	4585.41	2307.20	1225.90	South American
41171	-49.5	-24.5	150	84	436	670	BRAZIL	BRAZIL	184.56	77.74	503.56	2703.89	252.74	98.37	154.38	215.16	152.20	217.53	144.08	1482.88	197.82	69.99	31.03	568.10	220.32	523.84	259.23	1196.00	10.00	51.44	130.70	10.00	9269.64	4.75	1.57	0.15	0.02	0.02	0.02	0.02	0.02	0.02	0.02	9.00	1184.00	1037.90	890.00	1167.00	277.00	107.06	479.00	0	0.00	0.00	304.10	1239.55	935.45	861.35	208.68	South American
41266	45.5	-24.5	23	7	89	119		MADAGASCAR	226.85	84.91	523.79	2611.08	299.00	137.13	161.87	255.24	192.81	256.27	185.29	829.12	191.77	12.78	93.38	569.95	40.60	437.77	49.37	1388.00	9.00	196.89	78.00	9.00	50354.69	25.21	5.21	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	7.00	1355.00	436.67	260.00	800.00	540.00	45.02	500.00	0	0.00	0.00	91.10	1255.55	1164.45	387.61	180.88	Madagascan
41514	-66.5	-25.5	60	3	145	208	ANDES	ANDES	59.34	108.03	509.62	3559.47	152.42	-59.42	211.84	99.45	8.48	99.50	4.25	294.55	92.54	0.90	121.83	237.11	3.21	234.26	3.40	1204.50	29.00	45.29	149.20	29.00	240387.31	90.42	15.93	0.16	0.19	0.19	0.19	0.19	0.19	0.19	0.19	7.00	4146.00	3330.90	2500.00	4938.00	2438.00	283.61	1067.00	0	0.00	0.00	1761.97	5559.14	3797.17	3665.54	924.27	South American
41531	-49.5	-25.5	140	89	418	647	BRAZIL	BRAZIL	175.40	74.54	473.33	2862.50	247.09	89.62	157.46	209.68	141.60	212.08	134.07	1545.58	196.77	81.04	25.47	550.87	265.00	537.72	311.63	1154.75	8.00	40.21	46.40	8.00	52289.75	21.00	6.44	0.16	0.03	0.03	0.03	0.03	0.03	0.03	0.03	7.00	1171.00	832.75	590.00	1030.00	440.00	71.68	428.00	0	0.00	0.00	557.41	1260.69	703.28	888.92	88.85	South American
41532	-48.5	-25.5	141	103	453	697		BRAZIL	203.58	60.48	424.05	2748.25	269.86	127.72	142.14	239.79	169.04	240.14	165.55	2115.34	305.32	84.02	40.00	865.90	268.34	865.09	303.69	1211.33	4.00	78.98	21.90	4.00	106447.94	56.29	10.74	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	18.00	1849.00	452.25	11.00	920.00	909.00	180.29	820.00	0	0.00	0.00	1.00	1364.03	1363.03	334.00	333.81	South American
41712	131.5	-25.5	30	3	87	120	AUS	AUS	217.60	116.32	394.89	6438.44	351.63	57.06	294.57	295.31	153.12	298.04	119.50	269.22	38.73	10.31	41.09	109.63	34.20	98.40	45.54	1089.00	3.00	342.33	171.00	3.00	19176.00	4.96	2.27	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.00	612.00	577.67	545.00	636.00	91.00	11.80	306.00	0	0.00	0.00	465.45	795.24	329.79	588.90	72.07	Australian
41871	-69.5	-26.5	16	-9999	22	38	ANDES	ANDES	88.32	115.93	527.75	3386.96	189.23	-30.55	219.78	42.00	116.00	129.08	35.70	23.90	6.99	0.00	104.94	17.62	0.11	1.32	16.13	1130.75	6.00	44.67	2.20	6.00	716.51	2.04	0.63	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	3.00	4431.00	3528.33	3395.00	3759.00	364.00	209.86	750.00	0	0.00	0.00	892.38	4715.62	3823.24	2843.33	969.83	South American
41873	-67.5	-26.5	36	2	75	113	ANDES	ANDES	29.83	123.79	521.17	3927.47	137.22	-100.29	237.51	71.23	-7.12	76.83	-30.05	97.90	32.32	0.80	123.73	82.94	2.70	79.04	4.20	1240.50	12.00	26.90	5.10	12.00	639.93	0.93	0.35	0.20	0.19	0.19	0.19	0.19	0.17	0.17	0.19	6.00	3360.00	3814.08	3413.00	4455.00	1042.00	224.58	891.00	0	0.00	0.00	2879.31	5480.38	2601.07	3922.17	522.55	South American
41874	-66.5	-26.5	69	6	186	261	ANDES	ANDES	53.51	104.39	482.08	3797.46	143.98	-72.38	216.36	94.71	-2.83	96.93	-5.94	417.40	119.20	1.63	111.66	306.01	5.88	303.69	6.02	1225.25	16.00	41.17	65.90	16.00	1888822.35	199.31	30.35	0.13	0.13	0.13	0.12	0.12	0.10	0.10	0.12	7.00	3945.00	2889.56	2559.00	3281.00	722.00	260.90	884.00	0	0.00	0.00	1620.93	5075.07	3454.14	3544.08	802.15	South American
41875	-65.5	-26.5	98	18	372	488	ANDES	ANDES	140.58	84.19	410.66	3937.58	225.16	20.10	205.06	183.77	85.16	186.93	77.98	1088.38	243.09	8.93	90.54	658.13	27.74	651.83	30.09	1266.50	20.00	75.25	23.50	20.00	47934.30	59.56	12.28	0.05	0.09	0.09	0.09	0.09	0.09	0.09	0.09	12.00	4607.00	3558.80	2350.00	4300.00	1950.00	225.38	941.00	0	0.00	0.00	346.41	4632.10	4285.69	1623.54	981.62	South American
42072	131.5	-26.5	25	3	88	116	AUS	AUS	200.00	115.90	400.09	6242.02	334.91	45.23	289.68	277.51	116.90	278.25	105.84	294.94	48.01	12.75	42.62	135.36	42.14	105.94	44.46	1392.00	6.00	202.33	82.00	6.00	7930.03	7.35	3.14	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	7.00	944.00	673.33	600.00	762.00	162.00	43.36	437.00	0	0.00	0.00	478.76	1106.28	627.52	671.25	130.07	Australian
42234	-66.5	-27.5	72	11	206	289	ANDES	ANDES	129.16	97.34	425.65	4303.74	221.66	-7.09	228.75	174.37	69.41	179.80	61.00	293.07	72.85	3.51	95.85	199.08	11.90	181.64	12.44	1209.50	39.00	27.46	179.00	39.00	244945.08	120.58	21.90	0.49	0.58	0.52	0.30	0.24	0.25	0.25	0.36	9.00	4784.00	2959.33	1105.00	5062.00	3957.00	226.61	990.00	0	0.00	0.00	694.83	4858.69	4163.86	1903.43	915.17	South American
42595	-65.5	-28.5	70	15	240	325		ANDES	174.20	80.06	351.24	4867.13	273.55	45.58	227.97	229.87	114.04	233.51	96.91	495.70	102.57	4.80	82.19	280.61	16.26	278.31	22.90	941.25	4.00	222.50	29.00	4.00	41180.90	23.04	4.47	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	11.00	3405.00	1696.25	1612.00	1786.00	174.00	109.59	871.00	0	0.00	0.00	239.72	3584.62	3344.90	765.57	520.55	South American
42611	-49.5	-28.5	115	78	405	598		BRAZIL	178.68	61.40	399.72	3110.44	249.45	96.89	152.56	219.21	157.76	219.51	134.40	1580.61	187.57	89.29	22.71	554.26	279.74	554.23	331.61	1073.50	17.00	99.04	104.80	17.00	343584.41	123.85	22.12	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	13.00	1803.00	949.94	124.00	1710.00	1586.00	148.38	752.00	0	0.00	0.00	1.00	1591.83	1590.83	616.32	541.00	South American
42689	28.5	-28.5	91	25	291	407	SAF	SAF	129.06	122.95	481.97	4479.75	237.66	-17.51	255.16	180.08	55.78	180.28	55.78	805.27	131.75	10.72	64.30	379.08	33.92	372.02	33.92	1109.00	3.00	224.33	123.00	3.00	94963.74	17.40	4.96	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	13.00	2048.00	1824.67	1617.00	2010.00	393.00	160.03	995.00	0	0.00	0.00	1429.14	3198.07	1768.93	1960.33	431.18	African
42690	29.5	-28.5	107	31	354	492	SAF	SAF	157.01	119.63	503.69	3936.47	256.40	18.86	237.55	201.23	91.42	201.33	91.42	841.35	156.70	8.16	72.91	445.33	25.83	434.87	25.83	1096.75	4.00	179.75	98.00	4.00	67129.83	46.47	8.37	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	13.00	2472.00	1491.25	1157.00	1806.00	649.00	120.65	944.00	0	0.00	0.00	797.79	3035.66	2237.86	1396.41	334.41	African
42812	151.5	-28.5	63	35	215	313		AUS	177.39	96.37	429.59	4514.02	280.11	55.70	224.41	230.52	132.23	233.22	109.08	693.41	92.55	33.50	34.37	265.90	111.07	265.05	118.36	1174.50	3.00	150.30	36.90	3.00	28672.77	21.50	6.75	0.05	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.00	1065.00	496.67	310.00	700.00	390.00	61.56	331.00	0	0.00	0.00	285.07	1008.38	723.31	547.59	175.68	Australian
42813	152.5	-28.5	76	51	220	347		AUS	173.59	89.10	437.26	3960.35	266.12	62.46	203.67	222.08	144.15	222.80	113.64	1006.31	143.14	37.42	43.33	420.82	116.13	400.38	152.10	1219.75	9.00	93.47	147.40	9.00	60441.71	28.12	7.96	0.07	0.02	0.02	0.02	0.02	0.02	0.02	0.02	15.00	1342.00	403.89	148.00	900.00	752.00	140.27	575.00	0	0.00	0.00	145.69	1008.38	862.69	486.37	207.47	Australian
43048	27.5	-29.5	81	16	232	329	SAF	SAF	140.68	122.00	455.20	5025.17	257.43	-10.62	268.05	199.79	60.43	200.56	60.43	712.96	110.76	11.34	60.80	319.27	37.67	304.45	37.67	1104.50	3.00	200.00	60.00	3.00	14564.76	3.46	1.23	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	11.00	1663.00	1637.67	1554.00	1751.00	197.00	151.08	636.00	0	0.00	0.00	1434.45	2734.66	1300.21	1761.00	280.20	African
43050	29.5	-29.5	106	36	339	481	SAF	SAF	116.87	111.48	491.77	3840.50	212.73	-14.00	226.73	161.01	54.20	162.26	54.20	927.57	164.49	10.75	71.43	474.72	33.15	454.72	33.15	1038.75	4.00	83.00	40.00	4.00	35372.99	33.51	7.07	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	13.00	2729.00	1668.75	1417.00	2018.00	601.00	224.58	824.00	0	0.00	0.00	928.62	3289.72	2361.10	1960.24	599.11	African
