WM_ID	Centroid_X	Centroid_Y	SR_M	SR_A	SR_B	SR_SUM	REGION_2016	REGION_2017	grid_bio1	grid_bio2	grid_bio3	grid_bio4	grid_bio5	grid_bio6	grid_bio7	grid_bio8	grid_bio9	grid_bio10	grid_bio11	grid_bio12	grid_bio13	grid_bio14	grid_bio15	grid_bio16	grid_bio17	grid_bio18	grid_bio19	pet_ann	Countpnts_t	Avg_t	Range_t	Countpnts_SP	Avg_TSP	Avg_USP	Avg_SSP	Avg_erlong	Avg_HERM02	Avg_HERM24	Avg_HERM46	Avg_HERM68	Avg_HERM81	Avg_HERM10	Avg_HERMER	soil_var	dem_range	Avg_Z	Min_Z	Max_Z	Range_Z	Rugg_avg	Rugg_range	Countpnts_cosmo	E_Calc	dE_Calc	RELIEF_MIN	RELIEF_MAX	RELIEF_RNG	RELIEF_MN	RELIEF_STD	REALM
16392	11.5	44.5	62	17	168	247		ALPS_PYREN_CARP	137.17	83.78	285.94	7149.72	292.57	-0.47	293.04	107.94	144.82	237.77	41.08	784.44	93.82	43.38	18.80	258.77	142.83	172.25	185.82	662.50	30.00	10.80	25.90	30.00	67173.78	26.18	6.17	0.39	0.47	0.30	0.20	0.13	0.10	0.10	0.22	12.00	1303.00	531.07	150.00	1200.00	1050.00	88.23	452.00	7	491.27	81.24	3.34	969.86	966.52	181.31	251.24	Eurasian
16667	-73.5	43.5	52	25	155	232		NAM_E	79.47	78.98	220.87	9430.21	254.49	-103.15	357.64	176.30	-51.55	203.21	-52.48	1012.71	96.36	66.11	10.27	284.70	204.81	281.95	204.85	614.50	9.00	98.27	11.50	9.00	56794.49	11.97	3.49	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	12.00	1136.00	267.67	128.00	543.00	415.00	120.43	496.00	0	0.00	0.00	42.59	771.97	729.38	279.10	159.25	North American
16668	-72.5	43.5	53	24	151	228		NAM_E	71.50	80.24	224.49	9326.40	246.99	-110.48	357.47	145.58	-58.27	194.70	-58.37	1069.77	101.51	70.76	9.77	297.21	219.25	292.28	219.25	614.75	4.00	91.48	29.60	4.00	131717.02	68.37	13.19	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	10.00	1199.00	230.25	119.00	469.00	350.00	137.62	531.00	0	0.00	0.00	146.62	933.76	787.14	403.32	138.47	North American
16670	-70.5	43.5	53	20	149	222		NAM_E	83.84	70.27	208.49	8880.48	247.78	-88.75	336.54	63.43	93.82	204.37	-39.05	1199.66	118.32	83.69	10.37	350.59	257.77	264.80	266.25	525.67	11.00	113.63	58.20	11.00	113422.20	3.20	1.54	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	17.00	503.00	91.73	12.00	416.00	404.00	39.00	210.00	0	0.00	0.00	1.00	287.59	286.59	81.78	63.34	North American
16732	-8.5	43.5	44	14	101	159		SPAIN_CANT	135.99	37.08	282.17	3157.60	206.58	77.58	128.99	106.17	177.60	183.58	97.46	1413.96	187.44	32.98	42.90	553.49	117.78	124.53	464.25	0.00	8.00	94.96	46.50	8.00	1102387.76	65.51	10.79	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	12.00	735.00	359.13	269.00	511.00	242.00	93.87	315.00	0	0.00	0.00	1.00	657.86	656.86	238.90	149.65	Eurasian
16733	-7.5	43.5	54	14	100	168		SPAIN_CANT	125.41	62.39	355.67	3822.72	220.63	46.73	173.90	90.01	179.68	182.32	77.94	1272.56	161.70	39.94	38.50	472.78	129.49	130.00	438.43	649.50	19.00	139.21	145.90	19.00	53684.93	16.89	4.51	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	15.00	1106.00	511.05	0.00	710.00	710.00	145.00	504.00	0	0.00	0.00	1.00	862.76	861.76	434.22	196.60	Eurasian
16734	-6.5	43.5	64	14	112	190		SPAIN_CANT	114.39	73.92	369.58	4334.58	224.66	24.91	199.75	80.60	178.21	178.42	59.67	1157.96	138.96	44.09	31.20	402.19	137.51	137.53	367.77	620.50	6.00	187.65	102.50	6.00	229506.07	31.18	5.12	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.00	2158.00	795.33	399.00	1256.00	857.00	319.94	749.00	0	0.00	0.00	1.00	1708.93	1707.93	649.67	399.96	Eurasian
16743	2.5	43.5	66	14	168	248		ALPS_PYREN_CARP	126.40	76.70	308.02	5856.99	265.11	16.38	248.73	88.84	205.91	212.23	51.37	942.15	108.96	40.07	24.89	304.17	138.86	150.04	288.84	698.25	6.00	121.33	165.00	6.00	142505.27	22.79	6.20	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	17.00	1266.00	226.00	99.00	420.00	321.00	121.25	569.00	0	0.00	0.00	7.55	1034.93	1027.38	397.26	246.23	Eurasian
16747	6.5	43.5	73	12	168	253		ALPS_PYREN_CARP	125.34	64.79	269.10	5991.51	254.70	15.46	239.24	103.19	205.71	213.62	49.36	884.72	122.02	25.82	37.04	357.28	104.11	116.52	242.84	849.00	21.00	101.23	233.90	21.00	125204.08	30.24	7.12	0.07	0.12	0.12	0.12	0.12	0.13	0.13	0.12	16.00	1927.00	170.43	4.00	500.00	496.00	193.53	701.00	0	0.00	0.00	1.00	1449.45	1448.45	528.09	412.15	Eurasian
16752	11.5	43.5	63	14	147	224		ALPS_PYREN_CARP	131.94	83.38	298.29	6714.25	283.54	4.13	279.41	107.65	221.16	228.80	44.61	825.37	107.90	36.52	26.30	301.38	124.14	144.22	210.86	734.00	29.00	6.52	7.80	29.00	44317.71	17.56	4.15	0.46	0.70	0.51	0.44	0.27	0.21	0.21	0.39	8.00	1634.00	878.79	450.00	1660.00	1210.00	151.10	523.00	1	480.69	91.03	27.83	1186.93	1159.10	388.18	221.82	Eurasian
16753	12.5	43.5	63	13	142	218		ALPS_PYREN_CARP	128.05	81.67	292.95	6761.26	279.40	1.01	278.39	103.68	216.07	225.66	40.80	837.44	99.96	45.48	21.53	287.84	149.76	166.77	189.76	668.25	12.00	26.83	68.80	12.00	86841.58	27.30	6.89	0.21	0.37	0.24	0.13	0.13	0.15	0.15	0.20	9.00	1692.00	598.17	270.00	907.00	637.00	186.88	750.00	0	0.00	0.00	3.20	1129.76	1126.56	451.29	227.93	Eurasian
16825	84.5	43.5	51	3	119	173	TIBET_HIM	TIBET_HIM	-33.45	104.15	278.38	8923.47	141.79	-232.52	374.31	78.53	-154.25	79.23	-164.62	259.00	55.63	4.22	87.85	163.54	13.25	146.93	14.36	714.50	37.00	76.86	266.30	37.00	531552.32	53.68	9.38	0.12	0.12	0.12	0.12	0.12	0.11	0.08	0.11	9.00	3469.00	2850.38	1760.00	3760.00	2000.00	442.22	1354.00	0	0.00	0.00	1266.17	4403.31	3137.14	2980.10	536.34	Eurasian
16826	85.5	43.5	53	2	109	164	TIBET_HIM	TIBET_HIM	-43.70	100.98	275.11	8941.81	128.77	-238.64	367.41	67.08	-160.05	69.21	-174.79	263.60	52.15	4.86	78.50	151.95	15.05	140.30	16.43	738.00	4.00	49.48	67.90	4.00	17534.51	31.62	12.56	0.09	0.06	0.06	0.06	0.06	0.06	0.06	0.06	12.00	4325.00	1250.00	1126.00	1318.00	192.00	478.50	1316.00	0	0.00	0.00	959.14	4408.86	3449.72	3139.06	771.81	Eurasian
17094	-6.5	42.5	68	17	156	241	SPAIN_CANT	SPAIN_CANT	94.44	88.65	372.65	5042.54	229.13	-8.96	238.09	44.97	169.36	169.36	30.21	977.57	130.86	26.20	40.35	381.22	81.01	81.01	356.19	754.75	5.00	149.34	106.60	5.00	90525.28	29.05	7.25	0.05	0.01	0.01	0.01	0.01	0.01	0.01	0.01	15.00	1895.00	809.40	590.00	1220.00	630.00	225.65	797.00	0	0.00	0.00	443.00	1822.38	1379.38	1101.11	306.65	Eurasian
17095	-5.5	42.5	66	16	165	247	SPAIN_CANT	SPAIN_CANT	106.42	88.62	360.24	5344.03	246.80	0.51	246.29	55.73	185.84	185.84	38.32	671.87	81.32	21.75	33.16	238.80	67.21	67.21	228.21	766.75	31.00	167.44	234.60	31.00	221999.48	49.27	10.40	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	16.00	1400.00	1105.61	902.00	1610.00	708.00	75.65	623.00	0	0.00	0.00	699.52	1741.62	1042.10	945.89	221.45	Eurasian
17100	-0.5	42.5	76	14	184	274	ALPS_PYREN	ALPS_PYREN_CARP	93.98	90.39	346.60	5803.81	239.97	-20.97	260.94	61.88	174.55	179.74	19.98	1033.85	113.17	50.11	21.58	333.41	174.10	175.00	283.72	716.00	4.00	28.63	27.50	4.00	21883.47	13.07	2.28	0.18	0.19	0.19	0.19	0.19	0.21	0.21	0.19	18.00	2920.00	2231.50	1660.00	2693.00	1033.00	285.61	1326.00	0	0.00	0.00	353.31	2540.21	2186.90	1069.65	530.68	Eurasian
17101	0.5	42.5	74	14	173	261	ALPS_PYREN	ALPS_PYREN_CARP	79.49	88.80	339.52	5868.73	225.07	-36.53	261.60	85.67	71.01	166.14	5.03	941.05	102.25	53.44	18.63	294.14	181.17	202.55	224.00	703.25	44.00	28.22	22.60	44.00	191493.95	77.08	13.92	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	16.00	3091.00	1945.59	960.00	2870.00	1910.00	397.09	1305.00	0	0.00	0.00	327.21	2593.66	2266.45	1285.74	584.86	Eurasian
17102	1.5	42.5	71	11	163	245	ALPS_PYREN	ALPS_PYREN_CARP	74.87	86.71	329.80	5936.80	219.59	-43.35	262.94	96.28	29.91	162.25	-0.67	864.75	94.18	50.06	19.04	272.80	159.79	218.96	190.99	739.50	26.00	37.97	89.10	26.00	546127.23	90.34	14.07	0.11	0.14	0.14	0.14	0.14	0.14	0.14	0.14	17.00	2738.00	1343.31	221.00	2353.00	2132.00	398.84	1156.00	0	0.00	0.00	423.59	2511.03	2087.45	1360.03	525.10	Eurasian
17103	2.5	42.5	71	12	192	275		ALPS_PYREN_CARP	115.04	72.79	297.56	5793.69	248.61	4.73	243.88	122.99	126.42	200.82	41.57	760.92	88.48	38.60	22.51	248.61	126.11	163.19	178.06	777.25	21.00	32.33	28.90	21.00	241773.74	69.27	11.93	0.13	0.12	0.12	0.12	0.12	0.12	0.12	0.12	18.00	2895.00	1194.48	208.00	2784.00	2576.00	230.36	799.00	0	0.00	0.00	1.10	2379.69	2378.59	706.99	568.39	Eurasian
17109	8.5	42.5	33	7	99	139		ALPS_PYREN_CARP	128.07	37.30	202.72	5112.15	229.72	46.01	183.71	112.69	194.62	205.60	64.05	907.78	133.87	14.45	46.25	374.76	63.27	72.55	275.52	1109.00	15.00	22.68	13.40	15.00	144933.74	51.33	9.33	0.19	0.19	0.19	0.19	0.19	0.17	0.16	0.18	19.00	2635.00	883.20	20.00	2319.00	2299.00	434.83	1208.00	0	0.00	0.00	1.00	1879.62	1878.62	611.46	487.44	Eurasian
17110	9.5	42.5	34	7	108	149		ALPS_PYREN_CARP	132.40	35.11	190.02	5205.48	234.21	49.96	184.24	113.26	200.28	211.44	67.13	804.70	112.75	14.25	45.15	320.60	59.70	71.61	245.21	889.00	52.00	20.86	18.40	52.00	140725.83	51.91	9.79	0.19	0.19	0.19	0.19	0.19	0.17	0.16	0.18	19.00	2549.00	848.58	0.00	2620.00	2620.00	332.05	949.00	0	0.00	0.00	1.00	1879.62	1878.62	520.02	459.90	Eurasian
17123	22.5	42.5	75	15	174	264	ALPS_PYREN	ALPS_PYREN_CARP	90.92	88.12	287.81	7611.10	250.70	-55.49	306.19	148.90	55.91	194.43	-12.60	619.80	74.23	39.02	20.50	214.84	122.73	145.59	133.72	731.50	40.00	39.80	39.50	40.00	94859.06	29.90	7.02	0.09	0.11	0.11	0.11	0.11	0.11	0.11	0.11	11.00	2017.00	865.33	445.00	2030.00	1585.00	220.87	629.00	0	0.00	0.00	229.97	1798.86	1568.90	924.00	275.39	Eurasian
17175	74.5	42.5	68	4	174	246	TIBET_HIM	TIBET_HIM	20.25	108.52	300.69	8491.24	194.84	-166.17	361.00	72.33	-52.39	131.03	-102.09	517.66	81.83	17.78	46.59	235.28	58.76	116.59	62.70	714.75	14.00	16.81	99.30	14.00	262220.50	129.33	16.55	0.36	0.33	0.33	0.23	0.19	0.18	0.16	0.24	11.00	4218.00	2765.00	1800.00	3970.00	2170.00	346.63	1433.00	0	0.00	0.00	600.17	4036.79	3436.62	2326.57	1099.32	Eurasian
17176	75.5	42.5	69	4	173	246	TIBET_HIM	TIBET_HIM	24.54	113.22	304.85	8566.62	200.07	-171.41	371.48	80.28	-63.19	134.93	-101.05	438.40	74.95	13.46	56.60	214.68	43.86	109.72	46.22	715.00	12.00	93.67	144.80	12.00	3259717.51	154.70	16.70	0.13	0.08	0.08	0.07	0.06	0.06	0.06	0.07	14.00	3686.00	2378.00	1370.00	3770.00	2400.00	300.46	842.00	0	0.00	0.00	698.97	3881.31	3182.34	2198.29	824.90	Eurasian
17177	76.5	42.5	61	4	169	234	TIBET_HIM	TIBET_HIM	11.26	109.44	296.66	8549.79	183.17	-185.72	368.89	86.13	-114.79	121.53	-114.94	372.02	62.40	10.38	61.21	177.95	34.02	126.62	34.02	525.00	8.00	136.49	21.30	8.00	1076834.57	159.77	23.18	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	13.00	3271.00	2940.00	1630.00	3950.00	2320.00	266.98	904.00	0	0.00	0.00	1526.34	4020.14	2493.79	2389.84	739.13	Eurasian
17178	77.5	42.5	60	3	169	232	TIBET_HIM	TIBET_HIM	19.98	101.62	285.99	8410.20	183.71	-171.58	355.30	109.49	-102.75	128.05	-104.12	418.80	62.49	13.71	51.18	178.35	43.64	155.23	43.71	490.00	7.00	104.17	100.90	7.00	140193.15	55.73	12.82	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	14.00	3166.00	2570.00	1850.00	3500.00	1650.00	225.58	1036.00	0	0.00	0.00	1601.00	4155.52	2554.52	2251.29	821.82	Eurasian
17180	79.5	42.5	62	3	160	225	TIBET_HIM	TIBET_HIM	-25.77	103.95	294.25	8284.43	138.14	-215.07	353.21	74.28	-138.06	79.72	-148.12	431.09	71.47	9.86	61.57	210.00	30.55	182.10	32.95	689.00	6.00	40.98	125.60	6.00	1824478.64	207.98	24.63	0.22	0.07	0.07	0.07	0.07	0.06	0.06	0.06	10.00	4358.00	2781.33	2470.00	3497.00	1027.00	392.28	1294.00	0	0.00	0.00	1770.97	5065.14	3294.17	3101.00	764.17	Eurasian
17184	83.5	42.5	51	3	110	164	TIBET_HIM	TIBET_HIM	-10.00	107.58	279.47	9271.68	172.07	-213.32	385.39	105.10	-128.86	105.93	-148.67	183.83	39.14	3.38	88.70	112.67	10.66	110.05	11.16	795.25	16.00	76.46	162.10	16.00	234318.25	71.20	13.08	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	10.00	3217.00	1952.63	1587.00	2960.00	1373.00	293.34	1180.00	0	0.00	0.00	1463.86	4042.69	2578.83	2787.98	600.68	Eurasian
17187	86.5	42.5	54	2	97	153	TIBET_HIM	TIBET_HIM	26.85	111.60	280.74	9681.88	215.83	-182.13	397.96	147.75	-90.86	148.46	-117.13	153.32	38.09	1.13	101.92	108.21	3.68	99.27	5.08	753.50	12.00	59.17	54.00	12.00	681244.10	114.91	20.40	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	15.00	3408.00	1933.08	1588.00	2926.00	1338.00	265.69	892.00	0	0.00	0.00	1036.00	3877.00	2841.00	2106.44	932.60	Eurasian
17343	-117.5	41.5	70	7	106	183	NAM	NAM	95.59	112.32	295.64	8883.21	312.15	-67.83	379.98	29.04	229.25	229.25	-23.04	250.15	30.44	7.31	34.73	87.42	25.35	25.35	83.48	657.25	12.00	27.62	68.80	12.00	7669.01	25.34	7.37	0.28	0.80	0.80	0.80	0.67	0.56	0.21	0.64	10.00	1675.00	6627.50	4880.00	8360.00	3480.00	108.61	622.00	0	0.00	0.00	1275.03	2298.76	1023.72	1590.18	244.21	North American
17470	9.5	41.5	41	8	112	161		ALPS_PYREN_CARP	146.81	39.08	207.31	5191.86	252.27	63.84	188.44	110.43	214.64	225.88	82.01	730.15	102.52	10.67	49.65	298.55	44.69	52.95	239.26	1180.00	25.00	34.96	88.90	25.00	48198.00	34.07	6.85	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	18.00	2105.00	821.16	20.00	2133.00	2113.00	236.58	772.00	0	0.00	0.00	11.00	1712.38	1701.38	375.67	397.06	Eurasian
17536	75.5	41.5	59	2	162	223	TIBET_HIM	TIBET_HIM	10.37	104.86	295.00	8269.31	177.42	-178.02	355.44	87.40	-111.84	117.16	-111.91	318.27	61.18	8.76	66.77	176.96	27.78	103.69	27.78	691.50	4.00	172.65	33.90	4.00	89029.21	70.38	7.06	0.05	0.07	0.07	0.06	0.06	0.06	0.06	0.06	9.00	3057.00	2485.25	2345.00	2628.00	283.00	244.05	871.00	0	0.00	0.00	1624.31	4246.48	2622.17	2662.46	521.57	Eurasian
17698	-122.5	40.5	79	19	163	261		NAM	137.01	121.07	371.27	6977.02	328.62	2.02	326.59	47.19	237.09	239.76	47.19	1050.16	205.72	4.03	80.43	590.30	23.96	24.34	590.30	913.50	6.00	36.05	27.50	6.00	365912.75	143.41	21.66	0.15	0.18	0.18	0.18	0.18	0.18	0.18	0.18	12.00	2490.00	1598.83	901.00	2336.00	1435.00	180.64	712.00	0	0.00	0.00	75.14	2168.86	2093.72	608.01	451.85	North American
17709	-111.5	40.5	91	7	162	260	NAM	NAM	65.24	116.93	306.67	8860.22	280.89	-100.59	381.48	8.81	187.92	195.26	-53.23	486.54	52.76	23.24	22.14	154.47	76.99	81.96	141.21	789.75	38.00	12.28	36.20	38.00	49069.98	43.97	8.95	0.42	0.57	0.48	0.43	0.12	0.08	0.09	0.29	15.00	2261.00	2584.50	1520.00	3453.00	1933.00	234.87	979.00	11	271.25	35.76	1265.00	3119.24	1854.24	2071.48	473.95	North American
17715	-105.5	40.5	86	10	160	256	NAM	NAM	43.75	126.43	350.14	8020.80	242.45	-118.72	361.17	91.85	-50.67	160.36	-58.80	425.36	56.70	17.57	38.51	163.43	54.70	138.88	56.51	785.00	48.00	56.00	40.20	48.00	236054.05	40.37	9.40	0.09	0.18	0.18	0.18	0.18	0.18	0.18	0.18	12.00	2784.00	2490.21	1609.00	4343.00	2734.00	199.68	901.00	0	0.00	0.00	1477.28	3610.14	2132.86	2444.13	597.70	North American
17894	73.5	40.5	58	1	164	223	TIBET_HIM	TIBET_HIM	49.23	99.76	292.20	8070.37	212.81	-128.64	341.45	76.16	124.40	154.85	-67.04	594.15	98.40	16.18	49.63	280.59	53.92	66.86	110.24	786.25	6.00	66.73	212.10	6.00	585053.99	110.04	9.96	0.16	0.13	0.13	0.13	0.13	0.14	0.10	0.13	14.00	4002.00	2035.50	1810.00	2340.00	530.00	403.10	1156.00	0	0.00	0.00	713.79	4099.10	3385.31	2212.26	831.29	Eurasian
17896	75.5	40.5	57	1	155	213	TIBET_HIM	TIBET_HIM	-24.15	101.90	279.85	8563.15	148.45	-215.79	364.24	54.62	-145.89	87.72	-150.79	234.42	41.13	5.56	63.64	118.83	17.22	89.78	17.28	779.00	13.00	69.95	222.50	13.00	182774.79	73.64	13.53	0.11	0.10	0.10	0.10	0.10	0.10	0.10	0.10	10.00	3051.00	2922.08	2392.00	4005.00	1613.00	229.64	791.00	0	0.00	0.00	1957.62	4360.90	2403.28	3453.58	385.80	Eurasian
17897	76.5	40.5	58	1	150	209	TIBET_HIM	TIBET_HIM	-3.91	106.35	278.45	9010.32	175.30	-207.00	382.31	85.25	-130.20	112.07	-138.60	198.74	34.60	4.03	68.57	101.10	12.43	86.36	12.48	801.75	6.00	110.78	144.20	6.00	222180.57	71.25	13.57	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	10.00	3172.00	2612.50	2255.00	3259.00	1004.00	251.33	883.00	0	0.00	0.00	1567.10	4311.34	2744.24	3112.51	766.73	Eurasian
17900	79.5	40.5	43	1	127	171	TIBET_HIM	TIBET_HIM	103.13	111.11	263.26	10755.40	294.90	-127.36	422.26	230.88	19.48	231.32	-63.44	80.04	18.24	0.45	93.82	52.02	2.84	50.60	3.99	849.50	8.00	213.63	72.00	8.00	10906.92	10.42	4.42	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	14.00	2555.00	1296.63	1219.00	1406.00	187.00	63.88	572.00	0	0.00	0.00	1023.55	3132.97	2109.41	1333.26	450.74	Eurasian
18057	-123.5	39.5	70	20	172	262		NAM	123.46	90.69	407.57	4502.90	251.96	29.37	222.58	64.68	181.60	188.06	64.68	1274.16	257.80	2.05	86.64	745.78	13.74	20.25	745.78	631.75	11.00	54.08	61.10	11.00	678738.02	107.96	17.78	0.10	0.20	0.20	0.20	0.20	0.20	0.20	0.20	12.00	2005.00	566.45	26.00	864.00	838.00	236.92	608.00	6	132.84	17.06	1.00	1695.62	1694.62	525.99	306.89	North American
18058	-122.5	39.5	75	20	157	252		NAM	142.08	118.27	394.72	6147.60	316.39	16.13	300.26	60.71	229.13	229.50	60.70	706.12	148.07	1.59	86.65	420.99	9.51	9.54	420.99	850.50	9.00	57.48	26.40	9.00	385761.13	66.57	11.61	0.08	0.18	0.18	0.18	0.18	0.18	0.18	0.18	15.00	2235.00	938.78	445.00	1491.00	1046.00	156.32	699.00	0	0.00	0.00	10.69	1853.55	1842.86	527.06	498.87	North American
18066	-114.5	39.5	69	7	106	182	NAM	NAM	84.88	113.38	295.66	9124.20	296.32	-87.28	383.60	98.62	30.73	218.73	-36.44	238.16	26.14	14.53	18.22	76.58	45.39	55.96	49.80	861.00	42.00	18.37	37.60	42.00	60241.13	41.17	9.29	0.23	0.27	0.27	0.27	0.27	0.28	0.28	0.27	6.00	2168.00	2264.31	1689.00	3426.00	1737.00	179.71	826.00	0	0.00	0.00	1478.24	3171.41	1693.17	2104.18	324.40	North American
18068	-112.5	39.5	82	8	138	228	NAM	NAM	108.80	115.21	290.89	9537.43	326.84	-69.32	396.16	102.65	227.53	247.23	-18.91	289.85	31.89	16.75	19.96	93.73	51.82	60.09	70.28	686.00	16.00	27.93	82.50	16.00	22111.20	17.99	5.08	0.18	0.19	0.19	0.19	0.19	0.19	0.19	0.19	11.00	1717.00	1802.75	1560.00	2250.00	690.00	89.04	578.00	0	0.00	0.00	1352.83	2652.66	1299.83	1620.54	250.28	North American
18073	-107.5	39.5	79	9	164	252	NAM	NAM	39.33	120.43	325.00	8354.83	241.09	-129.72	370.81	47.53	72.06	158.17	-71.14	458.75	46.11	28.23	13.17	134.03	92.89	108.46	109.70	864.00	28.00	21.15	62.70	28.00	514668.36	123.75	22.04	0.50	0.31	0.23	0.17	0.15	0.15	0.15	0.19	10.00	2681.00	726.14	-837.00	3243.00	4080.00	266.62	861.00	0	0.00	0.00	1671.76	3694.14	2022.38	2596.59	438.40	North American
18074	-106.5	39.5	80	6	156	242	NAM	NAM	13.49	123.71	347.47	7747.09	205.37	-150.83	356.20	96.73	-16.77	124.76	-87.93	437.23	46.68	28.14	15.93	138.20	89.39	135.46	100.96	773.00	59.00	29.67	278.20	59.00	42032.79	21.76	5.57	0.23	0.50	0.50	0.42	0.22	0.14	0.12	0.32	10.00	2478.00	3280.66	2642.00	4139.00	1497.00	320.91	833.00	0	0.00	0.00	2028.34	3816.41	1788.07	3003.57	436.90	North American
18075	-105.5	39.5	91	12	152	255	NAM	NAM	31.44	131.66	361.05	7862.87	225.43	-139.32	364.75	109.20	-64.81	144.11	-71.09	449.53	64.46	17.57	41.92	188.45	55.75	178.62	56.74	836.25	106.00	87.22	454.00	106.00	1057186.94	80.66	12.01	0.07	0.22	0.22	0.22	0.19	0.18	0.18	0.20	9.00	2764.00	2606.22	1707.00	4312.00	2605.00	213.21	796.00	0	0.00	0.00	1575.93	3860.14	2284.21	2702.35	535.09	North American
18197	16.5	39.5	59	12	133	204		TURK_CALB	136.89	53.32	242.45	5758.55	257.63	38.08	219.56	105.44	212.79	223.66	64.28	781.85	116.73	18.05	52.04	337.67	58.53	69.74	247.08	843.33	27.00	21.73	33.00	27.00	66086.93	36.25	7.51	0.20	0.16	0.16	0.16	0.16	0.18	0.18	0.17	12.00	2238.00	703.78	30.00	1900.00	1870.00	224.04	695.00	0	0.00	0.00	1.75	1656.10	1654.35	611.63	453.68	Eurasian
18209	28.5	39.5	56	10	131	197		TURK_CALB	129.20	93.31	318.80	7034.11	289.62	-3.03	292.65	59.40	229.44	229.44	37.91	669.34	111.22	14.15	53.79	301.85	44.45	44.45	245.05	968.25	22.00	21.15	15.80	22.00	159891.47	68.37	14.67	0.20	0.10	0.10	0.10	0.10	0.10	0.11	0.10	13.00	2045.00	1045.91	690.00	1440.00	750.00	194.33	586.00	0	0.00	0.00	41.69	1755.48	1713.79	691.33	329.33	Eurasian
18210	29.5	39.5	58	11	134	203	ALPS_PYREN	TURK_CALB	106.08	96.55	324.39	7110.93	268.94	-28.64	297.58	26.32	207.47	207.47	13.26	636.95	96.25	15.78	44.76	261.22	52.78	52.78	220.57	837.50	22.00	21.59	40.30	22.00	42626.78	30.90	7.61	0.21	0.15	0.15	0.15	0.15	0.15	0.15	0.15	10.00	1745.00	1124.55	600.00	1500.00	900.00	161.28	617.00	0	0.00	0.00	433.90	1754.24	1320.34	1091.35	220.99	Eurasian
18254	73.5	39.5	54	1	144	199	TIBET_HIM	TIBET_HIM	-48.17	102.70	302.65	7752.06	113.06	-226.26	339.32	-1.10	-91.12	54.57	-161.05	262.51	44.35	10.70	46.13	119.16	34.04	63.03	38.33	573.00	11.00	92.95	205.70	11.00	717992.84	151.58	20.28	0.17	0.13	0.11	0.09	0.09	0.09	0.09	0.10	11.00	4579.00	3754.82	2423.00	4380.00	1957.00	380.91	1315.00	0	0.00	0.00	2451.48	5635.66	3184.17	3996.59	655.91	Eurasian
18256	75.5	39.5	54	1	144	199	TIBET_HIM	TIBET_HIM	66.11	102.01	271.65	8981.14	236.06	-139.77	375.84	154.05	-37.23	177.36	-70.55	109.87	18.83	1.63	63.25	51.32	5.29	48.40	6.37	633.50	18.00	106.48	197.20	18.00	948611.94	132.46	16.45	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	15.00	3600.00	2067.56	1733.00	2481.00	748.00	158.46	874.00	0	0.00	0.00	1250.38	4254.76	3004.38	2011.33	598.13	Eurasian
18278	97.5	39.5	58	2	77	137	TIBET_HIM	TIBET_HIM	-19.97	122.51	305.51	9386.96	170.25	-231.16	401.41	101.84	-134.59	103.07	-155.28	188.96	50.69	1.44	102.37	136.13	5.12	131.15	5.87	749.00	9.00	132.61	155.70	9.00	47361.80	29.85	8.26	0.07	0.05	0.05	0.05	0.05	0.05	0.05	0.05	11.00	3766.00	2596.67	1670.00	4020.00	2350.00	293.15	922.00	5	110.12	12.99	1493.28	4510.69	3017.41	3247.69	814.01	Eurasian
18279	98.5	39.5	62	2	81	145	TIBET_HIM	TIBET_HIM	18.55	119.84	293.49	9661.17	213.01	-196.09	409.10	142.14	-102.89	145.22	-121.69	162.17	44.02	0.97	105.47	120.58	3.19	114.91	3.43	745.75	11.00	85.82	219.00	11.00	109962.92	78.43	12.63	0.10	0.05	0.05	0.05	0.05	0.05	0.05	0.05	13.00	4282.00	2239.73	1590.00	2840.00	1250.00	266.73	1069.00	1	1119.14	149.98	1232.31	4822.62	3590.31	2581.60	1147.89	Eurasian
18418	-122.5	38.5	70	18	157	245		NAM	145.92	102.19	428.89	4583.68	279.87	41.01	238.86	82.44	207.01	207.90	82.22	804.01	177.94	0.94	91.85	503.22	6.98	7.07	503.10	843.00	8.00	64.21	73.30	8.00	10955.22	16.40	4.97	0.08	0.18	0.18	0.18	0.18	0.17	0.17	0.18	19.00	1452.00	372.50	144.00	445.00	301.00	139.32	472.00	0	0.00	0.00	1.00	871.59	870.59	250.05	212.09	North American
