"","WM_ID","Centroid_X","Centroid_Y","SR_M","SR_A","SR_B","SR_SUM","REGION_2016","REGION_2017","grid_bio1","grid_bio2","grid_bio3","grid_bio4","grid_bio5","grid_bio6","grid_bio7","grid_bio8","grid_bio9","grid_bio10","grid_bio11","grid_bio12","grid_bio13","grid_bio14","grid_bio15","grid_bio16","grid_bio17","grid_bio18","grid_bio19","pet_ann","Countpnts_t","Avg_t","Range_t","Countpnts_SP","Avg_TSP","Avg_USP","Avg_SSP","Avg_erlong","Avg_HERM02","Avg_HERM24","Avg_HERM46","Avg_HERM68","Avg_HERM81","Avg_HERM10","Avg_HERMER","soil_var","dem_range","Avg_Z","Min_Z","Max_Z","Range_Z","Rugg_avg","Rugg_range","Countpnts_cosmo","E_Calc","dE_Calc","RELIEF_MIN","RELIEF_MAX","RELIEF_RNG","RELIEF_MN","RELIEF_STD","REALM","HERMratio"
"432",38634,-66.5,-17.5,144,27,233,404,"ANDES","ANDES",95.25,82.11,555.88,1808.37,155.23,7.66,147.56,111.18,64.27,114.18,64.27,795.13,168.66,8.75,86.84,469.63,27.21,354.43,27.21,1252,8,105.84,596.7,8,174614.92,48.36,10.07,0.16,0.13,0.13,0.13,0.12,0.11,0.11,0.12,13,3407,3507.5,2761,3998,1237,344.48,1013,0,0,0,1870.69,4611.31,2740.62,3525.39,609.14,"South American",1
"433",38635,-65.5,-17.5,187,75,620,882,"ANDES","ANDES",139.85,68.19,540.05,1715.1,190.35,64.21,126.13,155.34,110.78,157.15,110.29,1437.07,261.01,25.83,77.77,737.28,86.5,603.92,86.91,1216.25,7,21.3,125.5,7,1358124,180.38,26.48,0.94,0.31,0.2,0.17,0.16,0.17,0.18,0.2,14,4426,1625.43,410,3154,2744,383.63,1243,0,0,0,288.14,4418.38,4130.24,2506.33,1049.58,"South American",1.82352941176471
"435",39354,-66.5,-19.5,50,5,78,133,"ANDES","ANDES",58.15,126.61,558.47,2780.93,162.39,-64.32,226.71,80.37,16.5,88.05,13.2,213.66,58.89,0.49,120.45,167.45,1.84,79.03,2.25,1197.25,4,20.85,31.6,4,353257.03,37.49,9.33,0.25,0.23,0.23,0.23,0.23,0.23,0.22,0.23,6,2006,3725.75,3550,3900,350,152.93,644,0,0,0,3674.41,5135.83,1461.41,4172.43,347.34,"South American",1
"436",39355,-65.5,-19.5,78,8,120,206,"ANDES","ANDES",93.1,110.95,555.39,2416.36,177.15,-22.73,199.88,115.4,52.54,118.2,52.54,472.77,104.61,1.33,93.98,296.94,4.82,213.33,4.82,1253.25,4,32.33,42.6,4,83574.15,38.43,9.21,0.16,0.11,0.11,0.11,0.11,0.11,0.11,0.11,6,2898,2971.5,2255,3253,998,270.17,769,1,34.67,3.88,2120.28,4717.21,2596.93,3472.83,512.35,"South American",1
"437",39356,-64.5,-19.5,116,22,291,429,"ANDES","ANDES",141.89,91.56,540.81,2347.27,210.25,41.05,169.2,164.96,102.96,166.87,102.82,694.92,136.56,4.73,83.71,393.8,15.78,368.57,15.8,1312.75,7,43.73,70.2,7,361518.55,81.1,14.16,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,8,3613,2191.86,1236,3065,1829,350.34,985,5,254.28,29.74,890.76,3882.34,2991.59,2365.21,624.16,"South American",1
"438",39357,-63.5,-19.5,126,34,331,491,"ANDES","ANDES",211.27,79.37,498.44,2555.94,281.36,122.09,159.27,239.19,179.88,239.26,168.97,841.11,157.37,13.64,74.34,451.75,42.67,451.72,48.53,1558.25,4,182.98,160.4,4,6836.51,6.77,2.14,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,11,1825,1152,844,1367,523,143.71,647,8,724.78,123.61,503.41,1704.31,1200.9,958.74,269.92,"South American",1
"441",39713,-67.5,-20.5,30,2,55,87,"ANDES","ANDES",70.8,140.92,590.42,3070.77,184.45,-54.44,238.89,98.83,40.17,105.45,22.91,102.54,37.88,0,155.68,104.88,0.06,43.12,0.35,1126.5,6,28.97,12.7,6,20842.65,8.88,3.34,0.13,0.19,0.19,0.19,0.19,0.18,0.18,0.18,8,1488,3922.17,3761,4066,305,38.85,721,0,0,0,3602.34,4450.55,848.21,3673.74,112.53,"South American",1
"442",39714,-66.5,-20.5,40,4,66,110,"ANDES","ANDES",67.95,135.99,550.33,3192.77,184.05,-63.05,247.09,94.06,28.77,102.54,17.38,175.91,47.95,0.18,122.28,135.55,0.93,79.53,2.1,1243.75,8,27.7,21.9,8,98714.49,27.21,7.15,0.18,0.22,0.22,0.22,0.22,0.22,0.22,0.22,6,2339,3671,3290,4001,711,149.07,753,0,0,0,3384.93,4897.86,1512.93,3851.41,217.81,"South American",1
"445",40070,-70.5,-21.5,10,-9999,27,37,"","ANDES",175.87,73.41,542.13,1962.17,237.13,101.78,135.35,194.79,202.54,202.59,148.29,0.2,0.2,0,331.66,0.4,0,0.02,0.15,0,8,127.13,27,8,30.29,0.33,0.23,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4,2284,886.25,10,1800,1790,186.83,856,0,0,0,32.33,1903.38,1871.05,750.48,524.49,"South American",1
"446",40072,-68.5,-21.5,34,5,64,103,"ANDES","ANDES",43.5,135.33,638.01,2452.95,143.1,-69.03,212.13,71.18,15.82,72.58,4.97,33.79,17.8,0,188.68,39.15,0,35.5,0.79,1149.75,14,39.2,11.7,14,194.01,1,0.5,0.1,0.11,0.11,0.11,0.11,0.13,0.13,0.11,9,3884,4122.86,3759,4577,818,226.89,1007,0,0,0,2529.1,5299.28,2770.17,3951.9,478.33,"South American",1
"447",40074,-66.5,-21.5,40,4,70,114,"ANDES","ANDES",48.2,135.9,560.03,3221.12,162.48,-80.32,242.8,78.84,7.7,82.95,-1.72,170.45,54.42,0,134.02,144.28,0,93.06,0.51,1291.75,6,23.57,11,6,3498.35,7.6,3.3,0.2,0.24,0.24,0.24,0.24,0.25,0.25,0.24,5,2799,4145.83,4020,4323,303,163.05,845,0,0,0,3213.55,5395.83,2182.28,4073.56,296.12,"South American",1
"448",40075,-65.5,-21.5,75,8,136,219,"ANDES","ANDES",85.37,128.11,540.82,3189.88,185.14,-51.71,236.85,117.1,36.06,119.31,33.56,367.12,91.01,0.22,110.4,261.25,1.4,202.62,1.56,1344.5,25,27.4,16.6,25,81762.73,34.75,8.74,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.19,4,2551,3357.92,2540,4189,1649,232.09,920,0,0,0,2396.72,4326.14,1929.41,3404.7,412.44,"South American",1
"449",40076,-64.5,-21.5,120,21,356,497,"ANDES","ANDES",147.71,102.18,503.19,3153.3,228.69,25.91,202.78,182.22,97.73,182.27,96.28,772.87,167.77,2.08,97.04,484.78,7.83,476.22,8.06,1638.5,16,22.98,20.1,16,95657.56,59.66,12.39,0.22,0.2,0.2,0.2,0.2,0.21,0.19,0.2,7,4035,2940.5,1834,3870,2036,327.67,1199,0,0,0,643.79,4179.97,3536.17,1991.02,699.49,"South American",1
"454",40430,-70.5,-22.5,9,-9999,26,35,"","ANDES",162.42,82.89,543.21,2161.63,231.56,79.48,152.08,146.47,191.57,191.63,131.49,0.91,0.89,0,329.25,1.79,0,0.02,0.88,1496,8,127.13,27,8,30.29,0.33,0.23,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,7,2084,886.25,10,1800,1790,207.36,813,0,0,0,1,1923.17,1922.17,1010.64,507.53,"South American",1
"455",40431,-69.5,-22.5,11,-9999,14,25,"ANDES","ANDES",161.84,127.65,613.19,2552.7,252.28,44.45,207.83,164.71,188.43,191.5,121.46,5.5,3.24,0,223.07,6.66,0,4.39,1.05,902.5,12,55.7,15,12,6554.69,14.3,5.3,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.1,2,2420,2382.33,1926,2806,880,76.42,496,0,0,0,1037.45,3159.07,2121.62,1610.18,398.65,"South American",1
"456",40432,-68.5,-22.5,29,3,67,99,"ANDES","ANDES",91.16,141.46,615.14,2840.6,196.72,-33.35,230.07,124.38,74.01,124.38,46.44,28.58,18.51,0,208.68,37.41,0,37.41,1.3,1189.25,34,35.76,11.5,34,1358.93,5.3,2.03,0.12,0.11,0.11,0.11,0.11,0.25,0.25,0.16,5,3856,3248.21,2596,3943,1347,135.76,1218,0,0,0,2137.45,4992.62,2855.17,3103.69,584.05,"South American",1
"463",40790,-70.5,-23.5,10,-9999,24,34,"","ANDES",191.56,106.09,575.27,2325.46,273.75,90.19,183.56,163.32,221.64,221.64,156.1,2.81,1.62,0,238.5,3.53,0,0,3.17,893.5,7,88.4,49.8,7,894.24,3.69,1.79,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,7,1688,835.43,626,1004,378,150.71,879,0,0,0,7.35,1471.07,1463.72,704.4,417.87,"South American",1
"464",40791,-69.5,-23.5,11,-9999,14,25,"ANDES","ANDES",163.82,145.14,612.73,2895.17,268.23,31.32,236.91,131.01,193.28,197.35,118,8.69,3.06,0,147.94,7.05,0,1.75,5.26,918.75,4,55,8.4,4,2495.46,8.19,3.22,0.1,0.07,0.07,0.07,0.07,0.11,0.11,0.08,2,2752,2049,1573,2491,918,107.67,580,4,0.82,0.11,636.83,3085.34,2448.52,1649.59,569.48,"South American",1
"465",40792,-68.5,-23.5,20,-9999,51,71,"ANDES","ANDES",110.22,150.8,600.66,3187.72,225.19,-25.87,251.06,119.27,131.52,147.83,59.93,21.57,7.24,0,114.35,15.58,0.08,14.34,6.4,1176.25,4,51.55,25.9,4,1800.61,7.49,2.79,0.08,0.15,0.15,0.15,0.15,0.15,0.15,0.15,4,2062,3205.5,2439,4033,1594,91.54,559,1,2.37,0.32,2201.45,3793.97,1592.52,2601.11,343.94,"South American",1
"467",40795,-65.5,-23.5,106,22,283,411,"ANDES","ANDES",68.16,113.5,504.14,3673.6,160.54,-64.39,224.93,104.04,10.89,107.84,9.53,764.34,182.57,4.26,103.84,500.4,14.43,478.71,14.46,1267,8,22.06,52,8,765764.46,158.67,25.86,0.23,0.18,0.18,0.18,0.18,0.17,0.17,0.17,11,4433,4031.25,3539,4262,723,328.59,987,0,0,0,857.41,4873.28,4015.86,3425.37,856.48,"South American",1
"472",41153,-67.5,-24.5,26,2,62,90,"ANDES","ANDES",33.17,130.18,566.13,3330.74,144.51,-85.39,229.9,70.82,27.92,74.13,-17.03,39.17,12.68,0.08,107.17,29.68,1.39,29.51,5.99,1216.5,4,193.9,9,4,309908.1,75.41,14.73,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4,2597,4267.25,3992,4540,548,162.95,815,0,0,0,3413.97,5065.52,1651.55,3836.72,371.41,"South American",1
"473",41154,-66.5,-24.5,51,4,112,167,"ANDES","ANDES",27.72,116.42,536.52,3448.54,126.34,-90.6,216.94,66.23,-19.24,66.72,-25.08,224.49,71.18,0.91,123.8,182.53,3.01,182.46,3.28,1205.5,9,34.49,49.3,9,18728.9,24.88,6.95,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.13,5,3848,4485,3513,5170,1657,285.96,881,0,0,0,2661.86,5656.83,2994.97,4258.92,498.3,"South American",1
"474",41155,-65.5,-24.5,109,18,340,467,"ANDES","ANDES",118.3,100.42,470.45,3748.31,204.96,-8.42,213.39,158.88,59.16,159.95,58.18,762.48,191.76,4.33,103.5,514.96,14.31,514.15,14.34,1176,7,57.33,63,7,105913.91,32.04,7.58,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14,5240,3085.43,2877,3216,339,293.57,1105,0,0,0,604.48,5189.9,4585.41,2307.2,1225.9,"South American",1
"477",41514,-66.5,-25.5,60,3,145,208,"ANDES","ANDES",59.34,108.03,509.62,3559.47,152.42,-59.42,211.84,99.45,8.48,99.5,4.25,294.55,92.54,0.9,121.83,237.11,3.21,234.26,3.4,1204.5,29,45.29,149.2,29,240387.31,90.42,15.93,0.16,0.19,0.19,0.19,0.19,0.19,0.19,0.19,7,4146,3330.9,2500,4938,2438,283.61,1067,0,0,0,1761.97,5559.14,3797.17,3665.54,924.27,"South American",1
"481",41871,-69.5,-26.5,16,-9999,22,38,"ANDES","ANDES",88.32,115.93,527.75,3386.96,189.23,-30.55,219.78,42,116,129.08,35.7,23.9,6.99,0,104.94,17.62,0.11,1.32,16.13,1130.75,6,44.67,2.2,6,716.51,2.04,0.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3,4431,3528.33,3395,3759,364,209.86,750,0,0,0,892.38,4715.62,3823.24,2843.33,969.83,"South American",1
"482",41873,-67.5,-26.5,36,2,75,113,"ANDES","ANDES",29.83,123.79,521.17,3927.47,137.22,-100.29,237.51,71.23,-7.12,76.83,-30.05,97.9,32.32,0.8,123.73,82.94,2.7,79.04,4.2,1240.5,12,26.9,5.1,12,639.93,0.93,0.35,0.2,0.19,0.19,0.19,0.19,0.17,0.17,0.19,6,3360,3814.08,3413,4455,1042,224.58,891,0,0,0,2879.31,5480.38,2601.07,3922.17,522.55,"South American",1
"483",41874,-66.5,-26.5,69,6,186,261,"ANDES","ANDES",53.51,104.39,482.08,3797.46,143.98,-72.38,216.36,94.71,-2.83,96.93,-5.94,417.4,119.2,1.63,111.66,306.01,5.88,303.69,6.02,1225.25,16,41.17,65.9,16,1888822.35,199.31,30.35,0.13,0.13,0.13,0.12,0.12,0.1,0.1,0.12,7,3945,2889.56,2559,3281,722,260.9,884,0,0,0,1620.93,5075.07,3454.14,3544.08,802.15,"South American",1.08333333333333
"484",41875,-65.5,-26.5,98,18,372,488,"ANDES","ANDES",140.58,84.19,410.66,3937.58,225.16,20.1,205.06,183.77,85.16,186.93,77.98,1088.38,243.09,8.93,90.54,658.13,27.74,651.83,30.09,1266.5,20,75.25,23.5,20,47934.3,59.56,12.28,0.05,0.09,0.09,0.09,0.09,0.09,0.09,0.09,12,4607,3558.8,2350,4300,1950,225.38,941,0,0,0,346.41,4632.1,4285.69,1623.54,981.62,"South American",1
"486",42234,-66.5,-27.5,72,11,206,289,"ANDES","ANDES",129.16,97.34,425.65,4303.74,221.66,-7.09,228.75,174.37,69.41,179.8,61,293.07,72.85,3.51,95.85,199.08,11.9,181.64,12.44,1209.5,39,27.46,179,39,244945.08,120.58,21.9,0.49,0.58,0.52,0.3,0.24,0.25,0.25,0.36,9,4784,2959.33,1105,5062,3957,226.61,990,0,0,0,694.83,4858.69,4163.86,1903.43,915.17,"South American",1.93333333333333
"487",42595,-65.5,-28.5,70,15,240,325,"","ANDES",174.2,80.06,351.24,4867.13,273.55,45.58,227.97,229.87,114.04,233.51,96.91,495.7,102.57,4.8,82.19,280.61,16.26,278.31,22.9,941.25,4,222.5,29,4,41180.9,23.04,4.47,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,11,3405,1696.25,1612,1786,174,109.59,871,0,0,0,239.72,3584.62,3344.9,765.57,520.55,"South American",1
"521",44750,-70.5,-34.5,38,5,99,142,"ANDES","ANDES",67.44,108.61,404.14,5714.95,212.34,-56.41,268.75,-7,144.66,145.67,-7,723.86,175.44,3.18,95.38,506.3,12.95,18.32,506.3,774.5,9,40.63,102.4,9,380719.67,148.14,24.08,0.15,0.32,0.29,0.29,0.29,0.21,0.34,0.29,17,4916,2554.56,1307,2969,1662,515.13,1603,0,0,0,252.1,4188.86,3936.76,2038.87,1137.88,"South American",1.10344827586207
"525",45110,-70.5,-35.5,38,7,82,127,"ANDES","ANDES",47.88,106.06,401.7,5554.2,191.82,-72.23,264.05,-23.41,123.73,124.72,-25.03,796.33,175.49,7.13,85.1,506.63,23.16,31.94,505.06,787,4,12.43,8.8,4,319717.68,151.45,24.1,0.33,0.32,0.28,0.27,0.27,0.3,0.41,0.31,12,4000,1111.25,1000,1336,336,452.14,1231,0,0,0,484,3705.41,3221.41,2305.75,579.68,"South American",1.18518518518519
"530",45469,-71.5,-36.5,36,7,104,147,"","ANDES",102.61,104.95,419.29,4827.57,242.32,-8.03,250.35,48.99,171.51,171.51,39.4,1219.48,259.98,10.88,84.92,743.76,34.19,34.19,714.47,1017.25,4,14.63,7,4,128913.37,61.59,10.71,0.25,0.23,0.23,0.23,0.24,0.26,0.25,0.24,16,3050,1004.75,811,1388,577,282.95,986,0,0,0,112.17,2428.86,2316.69,977.94,692.84,"South American",1
"541",46189,-71.5,-38.5,42,13,97,152,"ANDES","ANDES",71.32,93.07,399.38,4552.02,204.69,-28.32,233.02,21.09,137.46,137.46,12.29,1291.02,229.22,26.29,67.73,671.28,82.7,82.7,655.13,907.25,12,21.71,62.9,12,265895.7,66.6,13.15,0.31,0.5,0.27,0.16,0.19,0.23,0.15,0.25,10,2748,1286.42,550,1870,1320,316.26,888,0,0,0,345.59,2199.97,1854.38,1243.78,357.26,"South American",3.125
"544",46549,-71.5,-39.5,47,13,113,173,"ANDES","ANDES",70.55,85.91,387.63,4413.86,199.22,-22.42,221.64,14,134.81,134.81,13.63,1469.85,254.01,37.21,65.35,754.45,115.7,115.7,754.18,889.75,8,5.73,6.5,8,342907.68,78.06,13.38,0.59,0.62,0.44,0.27,0.24,0.28,0.33,0.36,14,3525,727.25,370,1050,680,346.09,1034,0,0,0,224,2635.79,2411.79,1169.08,335.39,"South American",2.2962962962963
"545",47268,-72.5,-41.5,30,14,113,157,"","ANDES",88.79,64.6,375.73,3448.22,185.48,13.56,171.92,51.37,136.53,138.35,42.96,2123.41,295.98,90.42,42.94,877.59,279.95,281.09,856.99,711,6,5.1,8.2,6,278898.98,79.59,12.92,0.68,0.55,0.47,0.35,0.32,0.25,0.26,0.37,13,2663,629.17,25,1650,1625,417.6,1154,0,0,0,1,1511.48,1510.48,549.53,417.6,"South American",1.57142857142857
"546",47269,-71.5,-41.5,49,16,124,189,"ANDES","ANDES",61.2,69.97,359.94,4036.59,171.79,-22.65,194.44,19.72,117.63,119.09,7.71,1160.57,202.98,38.97,61.19,582.12,121.44,126.22,539.55,784,6,15.98,15.6,6,567772.12,77.32,12.74,0.28,0.31,0.29,0.24,0.23,0.22,0.24,0.25,18,3280,745.83,250,1675,1425,401.31,1151,0,0,0,317.9,2398.66,2080.76,1183.71,333.39,"South American",1.29166666666667
"555",47628,-72.5,-42.5,28,12,97,137,"","ANDES",72.86,55.78,352.01,3279.74,161.15,2.64,158.5,39.05,108.94,120.02,28.92,2242.53,312.15,99.88,43.01,922.66,306.56,318.86,895.26,462.67,6,4.9,2.4,6,333875.45,116.23,20.38,0.62,0.73,0.6,0.48,0.47,0.31,0.31,0.48,16,2528,522.5,5,1450,1445,595.59,1470,0,0,0,1,1849.76,1848.76,728.85,471.7,"South American",1.52083333333333
"561",47988,-72.5,-43.5,26,10,98,134,"","ANDES",72.77,55.31,349.45,3249.05,159.31,1,158.31,37.4,110.55,119.22,28.36,2795.38,369.94,127.17,37.35,1056.92,402.61,413.15,1040.51,637.5,24,8.79,47.9,24,5727897.56,304.58,35.74,0.6,0.55,0.44,0.32,0.31,0.3,0.26,0.36,13,2198,589.25,25,1725,1700,522.01,1246,0,0,0,1,1864.62,1863.62,803.33,407.62,"South American",1.71875
"562",47989,-71.5,-43.5,39,11,124,174,"ANDES","ANDES",63.62,61.84,344.37,3775,163.14,-16.46,179.6,16.13,113.02,117.37,12.13,1228.74,179.64,50.21,46.83,516.19,159.63,161.51,513.59,640.5,6,41.47,79.6,6,2170249.12,141.48,19.93,0.28,0.37,0.28,0.24,0.18,0.17,0.15,0.23,16,2002,903.5,421,1700,1279,281.24,1161,0,0,0,423.72,2131.55,1707.83,1148.91,319.72,"South American",1.54166666666667
"567",48347,-73.5,-44.5,15,9,85,109,"","ANDES",89.16,40.19,327.23,2585.46,154.7,32.51,122.19,68.56,124.5,126.84,54.2,3791.97,459.39,203.15,25.72,1249.83,654.96,657.68,1217.5,505,3,33.23,19.4,3,3977.73,1.76,0.47,0.13,0.22,0.22,0.22,0.22,0.26,0.26,0.23,18,1632,0,0,0,0,389.05,894,0,0,0,1,1042.66,1041.66,155.53,180.88,"South American",1
"568",48348,-72.5,-44.5,21,10,92,123,"","ANDES",62.08,54.4,347.83,3189.57,146.36,-10.02,156.39,30.61,106.53,107.54,17.72,3244.41,409.67,162.7,29.91,1132.1,526.72,527.83,1090.09,618,16,4.74,14.8,16,3402555.15,234.35,28.28,0.85,0.86,0.58,0.51,0.45,0.3,0.31,0.5,14,2388,108.69,5,300,295,541.01,1137,0,0,0,1,1705.17,1704.17,719.16,344.75,"South American",1.68627450980392
"573",48708,-72.5,-45.5,25,10,87,122,"","ANDES",52.14,55.22,346.09,3271.74,137.01,-22.53,159.54,30.78,93.16,98.39,5.99,2271.76,291.81,124.24,30.15,786.14,397.51,398.7,763.44,604,12,26.36,74.8,12,3252313.16,267.65,34.17,0.36,0.34,0.33,0.32,0.39,0.29,0.3,0.33,10,2079,133,10,362,352,501.46,1165,0,0,0,13.28,1486.31,1473.03,807,315.83,"South American",1.0625
"576",49065,-75.5,-46.5,8,5,76,89,"","ANDES",82.81,23.08,277.63,1969.32,126.86,43.92,82.95,67.18,107.33,111.81,57.53,2119.14,218.1,143.19,11.86,625.66,452.5,453.95,573.09,0,3,2.63,1.2,3,38611.93,21.63,5.26,1,1.39,1.2,0.36,0.35,0.35,0.35,0.67,13,823,0,0,0,0,217.55,556,0,0,0,1,490.34,489.34,138.83,124.74,"South American",3.86111111111111
"577",49067,-73.5,-46.5,15,10,84,109,"","ANDES",43.08,50.84,340.06,3113.89,120.16,-29.29,149.45,31.9,82.75,86.82,-1.13,2110.94,248.95,117.88,24.04,697.61,383.68,386.05,660.92,569,4,7.83,1.8,4,301960.97,82.43,15.44,0.43,0.31,0.31,0.33,0.35,0.31,0.28,0.32,13,3984,149,133,166,33,460.62,1343,0,0,0,1,3953.62,3952.62,959.43,896.09,"South American",0.939393939393939
"578",49068,-72.5,-46.5,29,8,91,128,"","ANDES",35.27,58.18,345.94,3518.44,122.82,-45.34,168.16,7.41,83.58,83.99,-14.96,1049.87,139.74,49.63,36.68,384.18,163.89,163.98,374.42,567.75,9,43.02,85.1,9,240301.26,85.37,16.53,0.26,0.48,0.48,0.48,0.35,0.34,0.3,0.4,18,2285,571.33,200,1211,1011,438.44,1097,0,0,0,236.93,2015.31,1778.38,810.23,325.14,"South American",1
"580",49426,-74.5,-47.5,11,4,83,98,"","ANDES",68.86,41.71,325.73,2714.35,133.42,5.54,127.88,60.91,100.95,107.04,29.97,2009.54,204,130.62,12.73,592.16,421.16,422.97,564.84,663,7,20.73,12,7,111737.11,35.52,5.98,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.2,15,1435,0,0,0,0,379.48,1091,0,0,0,1,917.1,916.1,189.61,171.51,"South American",1
"581",49427,-73.5,-47.5,17,4,60,81,"","ANDES",34.63,51.55,337.18,3240.94,112.05,-40.8,152.85,23.23,78.31,79.45,-12.01,1307.85,144.73,72.57,21.58,422.2,244.61,245.15,387.63,549,4,7.75,7.5,4,14484706.75,473.1,47.91,0.48,0.35,0.35,0.26,0.28,0.32,0.32,0.31,17,3414,93.5,10,272,262,516.13,1301,0,0,0,1,4202.59,4201.59,972.56,819.71,"South American",1.34615384615385
"582",49428,-72.5,-47.5,27,1,82,110,"ANDES","ANDES",30.66,59.46,343.57,3697.41,119.41,-53.63,173.05,11.57,80.88,80.94,-22.79,513.97,63.71,23.12,32.01,181.89,83.39,83.4,167.28,517.25,4,16.4,24.4,4,9128406.84,319.58,35.26,0.28,0.26,0.26,0.24,0.26,0.24,0.23,0.25,19,3482,197.5,20,370,350,423.01,1738,0,0,0,177.69,3033.38,2855.69,860.5,375.64,"South American",1.08333333333333
"583",49785,-75.5,-48.5,5,3,72,80,"","ANDES",73.71,28.32,298.32,2127.69,122.13,27.52,94.61,72,54.42,104.27,44.64,2346.25,212.24,168.97,6.34,626.75,519.25,559.47,603.12,0,5,39.6,32.8,5,6741.64,2.96,0.81,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.13,11,1090,0,0,0,0,287.53,734,0,0,0,1,613.14,612.14,117.46,117.38,"South American",1
"584",49786,-74.5,-48.5,12,4,80,96,"","ANDES",58.64,41.97,327.09,2733.27,123.62,-4.56,128.18,51.07,79.39,97.04,19.15,2059.33,200.1,140.76,9.95,589.92,447.17,453.68,550.54,513.5,7,18.4,10,7,49622.61,22.03,4.54,0.23,0.21,0.21,0.21,0.21,0.2,0.21,0.21,13,1568,0,0,0,0,438.85,937,0,0,0,1,988.66,987.66,260.14,190.06,"South American",1
"585",49788,-72.5,-48.5,31,3,88,122,"","ANDES",28.19,57.23,336.83,3725.13,116.46,-53.43,169.89,11.86,77.62,78.76,-25.46,378.41,48.96,16.91,32.13,140.4,61.7,61.77,120.65,492.75,10,8.6,9.7,10,796531.49,149.35,24.29,0.42,0.33,0.32,0.23,0.26,0.3,0.34,0.3,18,2186,269.2,118,412,294,352.17,1065,0,0,0,319.9,1865.9,1546,809.93,323.9,"South American",1.43478260869565
"586",50145,-75.5,-49.5,5,1,74,80,"","ANDES",70.14,27.12,299.32,2048.73,116.15,25.84,90.31,75.9,51.77,99.34,42.28,2591.29,230.52,195.6,5.12,684.54,591.3,623.87,657.65,611,6,31,8.9,6,43264.09,13.9,4.03,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,16,1032,16.67,0,100,100,309.5,769,0,0,0,1,464.66,463.66,115.38,99.73,"South American",1
"587",50146,-74.5,-49.5,12,6,84,102,"","ANDES",50.08,39.68,330.92,2577.27,110.86,-8.86,119.72,46.3,73.81,85.93,12.91,2166.06,210.31,153.39,9.5,620.37,477.29,480.91,574.56,489.5,19,18.79,14.7,19,43884.86,15.81,3.38,0.23,0.25,0.25,0.25,0.25,0.23,0.23,0.25,15,1724,0.42,0,1,1,464.4,961,0,0,0,1,900,899,317.24,177.03,"South American",1
"588",50147,-73.5,-49.5,21,4,85,110,"ANDES","ANDES",4.41,49.64,337.54,3244.15,80.46,-66.69,147.15,-7.87,48.68,48.68,-42.19,986.49,114.96,56.01,23.4,338.87,181.35,181.35,287.98,305.75,4,16.78,8.2,4,218979.43,96.34,15.96,0.25,0.3,0.3,0.3,0.3,0.14,0.15,0.25,15,3544,0.75,0,1,1,379.74,1371,0,0,0,18,3663.62,3645.62,1512.82,1013.21,"South American",1
"589",50506,-74.5,-50.5,14,2,81,97,"","ANDES",56.79,32.25,325.15,2171.58,106.38,8.02,98.36,63.19,81.09,86.71,25.9,2200.73,215.75,162.46,8.81,626.46,496.41,497.65,580.8,0,9,18.2,16.4,9,44799.09,25.95,6.57,0.21,0.23,0.23,0.22,0.21,0.24,0.24,0.23,14,1332,0.33,0,1,1,403.01,945,0,0,0,1,813.21,812.21,122.67,114.65,"South American",1.04545454545455
"590",50507,-73.5,-50.5,28,2,90,120,"","ANDES",12.99,47.13,342.57,3075.1,82.69,-54.91,137.61,3.6,53.7,53.73,-31.59,1000.37,113.12,62.9,20.14,328.05,193.43,193.43,280.03,282.33,9,13.08,11.9,9,227386.18,61.87,10.77,0.31,0.5,0.5,0.25,0.1,0.25,0.24,0.3,14,2913,0.33,0,1,1,454.95,1625,0,0,0,1,3577.34,3576.34,855.96,638.93,"South American",2
"592",50867,-73.5,-51.5,23,1,92,116,"","ANDES",45.63,38.36,323.04,2743.76,104.97,-13.42,118.38,54.94,63.29,82.35,6.43,1523.06,157.02,110.54,11.15,454.2,340.17,345.3,379.32,463.5,4,14.93,7,4,2163.06,1.81,0.4,0.25,0.26,0.25,0.25,0.26,0.24,0.24,0.25,22,2637,3.25,1,10,9,400.35,1368,0,0,0,1,1820,1819,416.1,339.13,"South American",1.04
