,Row.names,region,code,lat,long,Water.T,pH,Cond,Turb,Chl,Secchi,Alkalinity,Ca,Mg,K,Na,Si,Cl,NO2,NO3,SO4,PO4,TN,TP,DO..,DO,Carbonate,Silicate,DOC,Waterdepth,MaxDepth,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Slope_100,Wshd_area,Elevation,area_sub.Basin,area_waterbody,MAT,P.season,MAP,T.season,Connectivity,X..aquatic.habitat,Ecoregion,Freshwater.ecoregion,TRI,tri1,lanfdorm,geology,land.cover,HFP2009,Bare.Desert,Barren.Tundra,Cold.Grassland,Cool.Grasses.and.Shrubs,Cool.Southern.Hemisphere.Mixed.Forests,Corn.and.Beans.Cropland,Crops.and.Town,Crops..Grass..Shrubs,Dry.Woody.Scrub,Evergreen.Broadleaf.Forests,Evergreen.Forest.and.Fields,Fields.and.Woody.Savanna,Forest.and.Field,Glacier.Ice,Grass.Crops,Hot.and.Mild.Grasses.and.Shrubs,Inland.Water,Low.Sparse.Grassland,Montane.Tropical.Forests,Rice.Paddy.and.Field,Savanna..Woods.,Sea.Water,Seasonal.Tropical.Forest,Semi.Desert.Shrubs,Shrub.Deciduous,Shrub.Evergreen,Southern.Hemisphere.Mixed.Forest,Succulent.and.Thorn.Scrub,Tropical.Degraded.Forest,Tropical.Rainforest,Upland.Tundra,Urban,Wooded.Wet.Swamp,Woody.Savanna,Barren,Grassland.and.shrubs,Forests,Savanna,Rainforest,Wetland,Agriculture,Crops.and.town,Urban.1,Inland.water,lake_depth_ratio,lake_catch_ratio,catch_vol_ratio
84,Cusco_Cs-PLS-8,Cusco,Cusco_Cs-PLS-8,-13.90595,-70.30087,10,7.82,48.8,NA,NA,NA,NA,10.25242721,1.640902251,0.279934595,1.162849959,NA,0.124154468,1.084715136,NA,6.208543347,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4481,179.4,0.116067,44,72,759,1868,0,0.008816197,Peruvian Yungas,312,6.5,0.503006,1,7,Cold Grassland,5.629548073,3.25,0.32,48.21,0,0,0,0,0,0,0,0,1.08,0.93,0,0,4.71,0,0,0,0,0.08,0,0,8.87,0,26.45,0,0,0,0,5.21,0,0,0.97,3.57,93.45,0.93,2.13,0,0,0,0,0,0,NA,NA,NA
85,Cusco_Cs-PLS-9,Cusco,Cusco_Cs-PLS-9,-14.72749,-70.49856,14.7,9.39,3205,NA,NA,NA,NA,360.4724905,205.4368162,42.32845929,318.501695,NA,244.53396,NA,0.117720701,1832.645605,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,4.28,15.07,2.05,11.51,NA,3,2.7,1.53,87.2,0.95,121.3,3885,8.5,7.063469887,78,81,686,2327,8.00E-04,0.723625555,Central Andean wet puna,337,0,0.0314244,1,7,Inland Water,11,0,0,34.5,0,0,0,0.75,0,0,0,1.31,1.45,0,0,0,6.01,0.87,0,0,0,0.07,0,0,54.09,0,0,0,0,0,0,0,0,0,0.85,0,94.6,1.31,2.37,0,0,0,0.75,0,0.87,1.585185185,0.035284419,10.53866203
86,Cusco_Cusc-CH1,Cusco,Cusco_Cusc-CH1,-13.91556,-70.86565,6.6,8.17,5.6,NA,NA,NA,NA,0.480426863,0.070024712,0.39293435,1.216001921,NA,0.028393978,0.219647628,0.04622008,0.072946714,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5017,163.6,0.167628005,8,78,804,1820,0,0.009778875,Central Andean wet puna,312,5.75,0.395037,1,7,Cold Grassland,5.279921055,3.51,0,19.41,0,0,0,0,0,0,0,0,0.93,5.5,0,0,0.52,2.28,0,0,0,0,0,0,30.92,0,32.55,0,0,0,0,4.02,0,0,0.54,3.51,87.42,5.5,1.47,0,0,0,0,0,2.28,NA,NA,NA
87,Cusco_Cusc-DP1,Cusco,Cusco_Cusc-DP1,-13.94436,-70.90269,4.6,9.74,16.7,NA,NA,NA,NA,4.093569152,0.564455042,0.98456845,1.350980267,NA,0.07017016,0.452705805,NA,0.200722092,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4818,181.9,0.00631442,23,79,784,1915,0,0.009778875,Central Andean wet puna,312,1.625,0.309901,1,7,Semi Desert Shrubs,5.396477222,3.4,0,29.55,0,0,0,0,0,0,0,0,1.16,6.47,0,0,0.52,2.95,0,0,0,0,0,0,25.9,0,26.31,0,0,0,0,3.36,0,0,0.55,3.4,85.64,6.47,1.71,0,0,0,0,0,2.95,NA,NA,NA
88,Cusco_Cusc-IA1,Cusco,Cusco_Cusc-IA1,-13.9481,-70.90091,7.1,7.82,12.8,NA,NA,NA,NA,1.382011869,0.247371398,0.872382505,1.673550318,NA,0.107600746,0.310085939,NA,0.510728039,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4818,181.9,0.0182992,23,79,784,1915,0,0.009778875,Central Andean wet puna,312,5.75,0.309901,1,7,Cold Grassland,5.318683624,3.37,0,29.46,0,0,0,0,0,0,0,0,1.16,6.82,0,0,0.52,2.81,0,0,0,0,0,0,26.17,0,26.05,0,0,0,0,3.29,0,0,0.55,3.37,85.49,6.82,1.71,0,0,0,0,0,2.81,NA,NA,NA
89,Cusco_Cusc-YC1,Cusco,Cusco_Cusc-YC1,-13.94529,-70.87478,6.6,8.26,11,NA,NA,NA,NA,0.675140711,0.087183333,0.997999052,2.386750983,NA,0.016810544,0.325630167,0.033797838,0.238360586,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4904,181.9,0.05223,17,79,792,1879,0,0.009778875,Central Andean wet puna,312,4.75,0.359815,1,7,Shrub Deciduous,5.266884327,3.38,0,23.3,0,0,0,0,0,0,0,0,1.16,7.04,0,0,0.52,2.11,0,0,0,0,0,0,30.48,0,28.51,0,0,0,0,3.2,0,0,0.47,3.38,86.01,7.04,1.63,0,0,0,0,0,2.11,NA,NA,NA
90,EpNGEO-F_Caricoch,Ecuador-Andean,EpNGEO-F_Caricoch,0.137846,-78.266149,11.32,4.74,53,NA,NA,7,NA,1.14,1.31,0.43,1.36,NA,0.627,0.003,0.017,3.6,0,0,0,7.7,0.84,NA,NA,NA,NA,92.9,2.87,7.26,1.21,54.73,NA,3,19.1,0.31,2069.9,11.05,10.3,3722,88.6,2.74435997,68,27,1319,303,0.0016,0.503409922,Northern Andean p├íramo,301,NA,0.070958,3,7,Semi Desert Shrubs,8.266884804,0,0,6.16,0,0,0,23.81,3.03,0,0,6.36,1.14,2.03,0,0,3.87,0.53,0,2.61,1.89,14.97,0,0,10.56,0,2.16,0,0,0.29,0.08,14.23,0,0,6.2,0,40.01,11.29,22.31,0.08,0,1.89,23.81,0,0.53,0.15026178,0.278640777,0.188196601
91,EpNGEO-F_Chiriacu1,Ecuador-Andean,EpNGEO-F_Chiriacu1,0.114,-78.273,11.27,4.85,33,NA,NA,0.9,NA,1.27,0.61,1.1,1.03,NA,0.854,0,0,6.24,0,0.241,0,7.1,0.78,NA,NA,NA,NA,6.6,0.15,1.56,1.14,1.04,NA,3,7,0.09,136.5,11.29,3,3703,72.8,0.081,64,25,1353,309,0.0016,0.503409922,Northern Andean p├íramo,301,NA,0.203371,3,1,Cold Grassland,7.255021572,0,0,6.93,0,0,0,19.25,4.89,0,0,5.98,1.14,2.1,0,0,3.99,0.53,0,2.41,1.27,13.7,0,0,10.79,0,3.81,0,0,0.29,0.08,16.82,0,0,5.95,0,47.23,10.78,20.79,0.08,0,1.27,19.25,0,0.53,0.021428571,0.05,2.884615385
92,EpNGEO-F_Cubilche1,Ecuador-Andean,EpNGEO-F_Cubilche1,0.232,-78.134,10.51,4.99,29,NA,NA,1.4,NA,0.47,0.34,1.46,0.64,NA,1.26,0,0,7.63,0,0,0,6.8,0.76,NA,NA,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3778,180.8,0.014,62,21,1330,374,0.0016,0.503409922,Northern Andean p├íramo,301,NA,0.600772,3,7,Savanna (Woods),7.396477222,0,0,2.08,0,0,0,32.6,8.98,0,0,8.71,0.27,0.48,0,0,4.5,0.66,0,6.38,3.11,10.45,0,0,11.43,0,0,0,0,0.64,0.51,0,0,0,9.08,0,26.99,16.21,19.8,0.51,0,3.11,32.6,0,0.66,NA,NA,NA
93,EpNGEO-F_Cuicocha1,Ecuador-Andean,EpNGEO-F_Cuicocha1,0.3,-78.36666667,15.75,4.8,1212,NA,NA,10,NA,25.8,36.4,4.93,59.4,NA,52,0,0.014,32.1,0,0,0,13.8,1.37,NA,NA,NA,NA,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3123,57.9,2.296010017,111,49,1046,184,0.0016,0.503409922,Northwestern Andean montane forests,301,NA,0.124358,3,1,Crops and Town,10,0,3.36,16.63,0,0,0,21.69,2.41,0,0,4.18,0.72,0.52,0,0,1.09,0.53,0,2.87,0.43,13.19,0,0,7.99,0,8.52,0,0,0.13,0,14.79,0,0,0.87,3.36,51.43,7.7,14.78,0,0,0.43,21.69,0,0.53,NA,NA,NA
94,EpNGEO-F_Cunrro1,Ecuador-Interandean,EpNGEO-F_Cunrro1,0.235,-78.089,17.93,7.95,343,NA,NA,1.38,NA,4.9,5.6,25.7,9.95,NA,8.92,0.154,0.137,0.618,0.26,3.45,0.689,24.3,2.3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2821,180.8,0.0266158,130,40,984,253,8.00E-04,0.673530132,Northwestern Andean montane forests,301,NA,0.332379,3,7,Rice Paddy and Field,14,0,0,4.29,0,0,0,27.35,9.81,0,0,8.65,0.23,0.48,0,0,4.01,0.83,0,7.12,3.01,10,0,0,11.69,0.32,0,0,0,1.34,0.98,0.93,0,0,8.89,0,31.05,17.59,19.12,0.98,0,3.01,27.35,0,0.83,NA,NA,NA
95,EpNGEO-F_Huarmcch1,Ecuador-Andean,EpNGEO-F_Huarmcch1,0.129,-78.254,10.01,5.29,62,NA,NA,2.9,NA,1.63,1.42,0.66,1.94,NA,0.58,0,0.006,7.9,0,0.019,0.003,8.7,0.98,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3702,88.6,0.081780501,67,25,1326,335,0.0016,0.503409922,Northern Andean p├íramo,301,NA,0.460653,2,1,Semi Desert Shrubs,7.258657455,0,0,5.93,0,0,0,23,3.69,0,0,7.13,1.16,2.12,0,0,4.06,0.53,0,2.38,2.42,14.65,0,0,10.59,0,2.05,0,0,0.29,0.08,13.42,0,0,6.4,0,39.74,11.92,22.21,0.08,0,2.42,23,0,0.53,NA,NA,NA
96,EpNGEO-F_SanPablo,Ecuador-Interandean,EpNGEO-F_SanPablo,0.2166,-78.233,15.12,7.14,10,NA,NA,3.4,NA,7.64,12.2,3.1,27.1,NA,4.67,0,0,6.92,0.164,0,0.126,30,3.02,NA,NA,NA,NA,23.5,5.98,9.66,1.11,26.45,NA,3,4.4,3.94,77.7,1.52,131.8,2662,5.6,4.383900166,141,41,966,140,0.0016,0.503409922,Northwestern Andean montane forests,301,NA,0.0524902,3,7,Semi Desert Shrubs,30,0,0,5.56,0,0,0,36.85,2.61,0,0,8.72,0.94,0.83,0,0,3.85,0.53,0,2.79,3.33,16.17,0,0,9.05,0,0.16,0,0,0.29,0.19,0.48,0,0,7.55,0,21.71,12.63,24.66,0.19,0,3.33,36.85,0,0.53,1.359090909,0.045371775,4.982986767
97,EpNGEO-F_Yahurcch,Ecuador-Interandean,EpNGEO-F_Yahurcch,0.371130241,-78.10163467,20.62,7.78,1045,NA,NA,0.3,NA,14.6,0.67,0.67,1.27,NA,12.2,0,0,0.53,0.018,1.79,0.056,39.4,3.53,NA,NA,NA,NA,7,2.32,6.96,1.29,25.29,NA,3,10.9,0.73,399.3,6.17,23.6,2189,63.5,1.873110056,164,44,602,162,8.00E-04,0.673530132,Northwestern Andean montane forests,301,NA,0.134885,2,7,Semi Desert Shrubs,29.3394661,0,0,7.46,0,0,0,26.82,8.65,0,0,4.21,0,0.09,0,0,2.4,0.13,0,3.94,2.62,9.02,0,0,21.55,0,0.05,0,0,0.54,0.43,6.25,0,0,5.81,0,46.36,8.78,14.83,0.43,0,2.62,26.82,0,0.13,0.212844037,0.098305085,0.933175168
98,EpNGEO-F_Yambo1,Ecuador-Interandean,EpNGEO-F_Yambo1,-1.104,-78.586,19.66,6.52,3969,NA,NA,0.2,NA,7.85,147,2.46,336,NA,110,0,0.317,687,0,1.18,0.194,7.9,0.71,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,129.8,0.304883987,143,27,533,668,4.00E-04,0.185148996,Eastern Cordillera real montane forests,312,NA,0.337169,4,1,Semi Desert Shrubs,31.01140785,0,0,7.2,0,0,0,9.32,18.6,0,0,3.88,0,4.22,0,0,14.06,0,0,0,0.24,4,0,0,15.26,0,4.17,0,0,0.4,0,17.02,0.18,0,1.36,0,76.31,8.5,5.36,0,0,0.24,9.32,0.18,0,NA,NA,NA
99,EpNGEO-F_Yanacoch1,Ecuador-Andean,EpNGEO-F_Yanacoch1,0.124,-78.251,7.94,5.29,39,NA,NA,0,NA,1.7,0.67,0.67,1.27,NA,0.634,0.003,0.01,4.93,0,0.218,0,4.3,0.52,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3883,88.6,0.155277997,50,21,1412,345,0.0016,0.503409922,Northern Andean p├íramo,301,NA,0.460653,2,1,Semi Desert Shrubs,7.258657455,0,0,5.89,0,0,0,22.49,4.09,0,0,7.15,1.2,2.13,0,0,4.1,0.53,0,2.37,2.46,14.42,0,0,10.65,0,2.1,0,0,0.29,0.08,13.44,0,0,6.48,0,40.27,11.94,22.1,0.08,0,2.46,22.49,0,0.53,NA,NA,NA
100,EpNGEO-J_Colta-22,Ecuador-Interandean,EpNGEO-J_Colta-22,-1.727,-78.759,NA,NA,NA,NA,NA,2,NA,35,72.7,24.7,0.58,NA,18.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.23,2.71,1.59,0.49,NA,3,2.1,0.58,9.7,0.83,22.7,3300,138.6,1.649209976,104,33,902,390,0,0,Eastern Cordillera real montane forests,312,NA,0.366875,7,7,Upland Tundra,28,0,0,15.91,0,0,0,0.25,0.44,0,0,0.13,0.11,0.56,0,0,0,0,0,0.36,0,1.46,0,0,7.47,0,7.71,0,0,0,0,63.28,0.18,0,2.13,0,94.81,1.05,3.7,0,0,0,0.25,0.18,0,0.10952381,0.010132159,46.32653061
101,EpNGEO-J_DsChrrrs1,Ecuador-Andean,EpNGEO-J_DsChrrrs1,-2.770278,-79.159722,11.02,7.47,127.48,NA,0.98,6.2,NA,16.5,1.07,0.31,1.21,NA,0.35,0,0,3.06,0,0.459,0.086,NA,NA,NA,NA,NA,NA,18,0.15,1.59,1.15,1.38,NA,3,9.1,0.14,110.8,19.7,7.1,3689,225.7,0.162431002,67,27,1060,442,0.0012,0.131834973,Northern Andean p├íramo,312,NA,0.487085,1,7,Cold Grassland,14,0.13,0.91,33.88,0,0,0,7.87,5.22,0,0,0.53,0.09,0,0,0,0.27,0,0,0,0,0.96,0,0,8.48,0,18.84,0,0,0,0,22.15,0.3,0.1,0.08,1.04,88.84,0.53,1.13,0,0.1,0,7.87,0.3,0,0.016483516,0.021126761,5.144927536
102,EpNGEO-J_Estrllsc1,Ecuador-Andean,EpNGEO-J_Estrllsc1,-2.9133061,-79.25378188,10.36,6.74,30.3,NA,1.34,6,NA,2.92,0.32,0.28,0.66,NA,0,0,0,0.16,0,0.319,0.129,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3815,138.6,0.098,64,32,1039,461,0.0012,0.131834973,Northern Andean p├íramo,312,NA,0.383929,3,1,Cold Grassland,15,0,0.13,33.09,0,0,0,2.02,6.95,0,0,0.31,0.08,0,0,0,0.22,0,0,0.16,0,2.84,0,0,10.17,0,8.82,0,0,0,0,34.86,0,0,0.23,0.13,94.11,0.47,3.15,0,0,0,2.02,0,0,NA,NA,NA
103,EpNGEO-J_Fondocch1,Ecuador-Andean,EpNGEO-J_Fondocch1,-2.759813487,-79.23635015,11.05,7.29,52.8,NA,2.27,3.5,NA,7.25,0.43,0.27,0.8,NA,0.13,0,0,0.42,0,0.2,0.117,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4120,225.7,0.0346759,47,42,886,352,0.0012,0.131834973,Northern Andean p├íramo,312,NA,0.46744,1,7,Shrub Deciduous,10,0.35,11.54,27.48,0,0,0,0.94,0.65,0,0,0.01,0,0,0,0,0,0,0,0,0,0.11,0,0,7.12,0,24.59,0,0,0,0,26.98,0,0.08,0,11.89,86.82,0.01,0.11,0,0.08,0,0.94,0,0,NA,NA,NA
104,EpNGEO-J_Jigeno1,Ecuador-Andean,EpNGEO-J_Jigeno1,-2.9118,-79.292,12.5,6.75,32.41,NA,0.8,6,NA,4.18,0.34,0.24,1.23,NA,0.13,0,0,0.36,0,0.426,0.12,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,140.2,0.211,57,37,990,448,0.0012,0.131834973,Northern Andean p├íramo,312,NA,0.406294,3,1,Cold Grassland,8.728223801,0,0.56,29.74,0,0,0,0.73,3.85,0,0,0,0.08,0,0,0,0.11,0,0,0,0,1.53,0,0,8.81,0,11.44,0,0,0,0,42.83,0,0,0.18,0.56,96.78,0,1.79,0,0,0,0.73,0,0,NA,NA,NA
105,EpNGEO-J_Kuyuk1,Ecuador-Andean,EpNGEO-J_Kuyuk1,-2.18,-78.5,9.4,NA,41,NA,NA,4.75,NA,5.51,1.09,4.6,0.74,NA,0,0,0,0.83,0,0.401,0.082,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406,248.8,0.046,100,25,1239,307,0.0012,0.071441561,Northern Andean p├íramo,312,NA,0.599497,4,1,Shrub Deciduous,10.75750732,0.53,17.5,13,0,0,0,0.05,3.92,0,0,0,0.38,0.54,0,0,4.17,0.96,0,0,0,0.12,0,0,0.88,0,39.41,0,0,0,0,18.42,0,0,0.08,18.03,79.8,0.54,0.58,0,0,0,0.05,0,0.96,NA,NA,NA
106,EpNGEO-J_Llaviucu,Ecuador-Andean,EpNGEO-J_Llaviucu,-2.8429,-79.146,12.2,7.7,111.29,NA,1.6,6,NA,19,1.2,0.21,1.18,5.42,0.08,0.002,0.03,1.99,NA,0.139,0.038,NA,NA,NA,NA,2.3,NA,17,0.19,2.36,1.53,1.63,NA,NA,8.56,NA,18.75,NA,47.7,3150,225.7,0.120999001,102,25,1000,718,0.0012,0.131834973,Eastern Cordillera real montane forests,312,NA,0.301966,3,7,Crops and Town,6.339466572,0,0.24,33.53,0,0,0,11.06,10.03,0,0,1.07,0.09,0,0,0,0.32,0,0,0,0,2.64,0,0,12.9,0,11.77,0,0,0,0,13.21,2.76,0.08,0,0.24,81.76,1.07,2.73,0,0.08,0,11.06,2.76,0,0.022196262,0.003983229,29.26380368
107,EpNGEO-J_Marmlcch1,Ecuador-Andean,EpNGEO-J_Marmlcch1,-2.781,-79.219,12.4,6.43,69.7,NA,1.16,11,NA,10.2,0.93,0.31,1.15,NA,0.13,0,0,0.8,0,0.393,0.091,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924,225.7,0.011,59,36,967,394,0.0012,0.131834973,Northern Andean p├íramo,312,NA,0.349833,4,1,Cold Grassland,14,0.29,6.63,30.37,0,0,0,2.81,2.6,0,0,0.3,0.02,0,0,0,0.11,0,0,0,0,0.35,0,0,8.11,0,22.4,0,0,0,0,25.73,0,0.08,0,6.92,89.32,0.3,0.37,0,0.08,0,2.81,0,0,NA,NA,NA
108,Frt-SAA_LagunCch,Sud Lipez,Frt-SAA_LagunCch,-21.730115,-67.945011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,6.74,1.57,3.13,NA,3,2.1,NA,-1,1.06,245,4494,245.2,201.3,36,172,54,3262,0.0032,1.824303552,Central Andean dry puna,337,0,0.205566,2,4,Inland Water,0.526984036,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,37.76,0,0,0,0,47.52,0,0,0,13.18,85.28,0,0,0,0,0,0,0,1.47,0.7,0.006,78.27476038
109,Frt-SAA_SalrdUyn1,Sud Lipez,Frt-SAA_SalrdUyn1,-20.14363,-67.66479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,140.7,135.4,87,147,144,3408,4.00E-04,94.59244824,Central Andean dry puna,337,0.875,0.485986,1,2,Upland Tundra,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.71,0,0,0,1.29,98.71,0,0,0,0,0,0,0,0,NA,NA,NA
110,GslngBA_Asiruni,Peru-Andean Puna,GslngBA_Asiruni,-16.38546667,-70.37051667,9,9.62,189.47,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,2.5,NA,NA,65.6,NA,1.6549,91.1484,NA,NA,NA,1.47,7.77,1.81,14.09,NA,3,9.6,0.07,2470.6,6.22,16.3,4504,2.3,3.399859905,31,104,604,1702,0.002,0.360413821,Central Andean puna,337,0,0.178717,2,4,Inland Water,4.312208653,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.3,0,7.7,0,0,0,0,88.09,0,0,0.15,0,99,0,0.15,0,0,0,0,0,0.84,0.153125,0.090184049,1.156848829
111,GslngBA_Calzada,Peru-Andean Puna,GslngBA_Calzada,-15.90268333,-70.51196667,11.43,8.74,340.4,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,2.5,NA,NA,30.1,NA,27.152,60.3123,NA,NA,NA,0.92,4.12,1.21,6.05,NA,3,6.6,0.06,1111.9,5.71,8.7,4398,49.8,0.844605982,38,98,714,1734,0.0036,2.798127886,Central Andean puna,337,0,0.455566,4,1,Cold Grassland,17,0,0,12.28,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.96,0,0,0,0,0,0,66.32,0,3.46,0,0,0,0,16.24,0,0,0.67,0,98.3,0.05,0.67,0,0,0,0,0,0.96,0.139393939,0.105747126,1.438016529
112,GslngBA_Chacas,Peru-Andean Puna,GslngBA_Chacas,-15.40938333,-70.20376667,14.27,9.24,218.67,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,2.5,NA,NA,30.07,NA,3.3155,76.8715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3833,134.8,6.541230202,95,85,635,1594,0.0028,2.771012795,Central Andean wet puna,337,2,0.312715,4,1,Cold Grassland,9.415314674,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.18,0,0,0,0,76.02,0,0,0,0,0,0,0,0,0,0.22,0,98.77,0.18,0.22,0,0,0,0,0,0.8,NA,NA,NA
113,GslngBA_CharNkkt,Peru-Andean Puna,GslngBA_CharNkkt,-16.57995,-68.15618333,11.57,7.36,329.27,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.68,NA,NA,31.67,NA,3.5197,75.2446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3740,136.8,0.00128284,92,80,544,1859,0,0.006696284,Central Andean wet puna,312,3.25,0.630624,7,4,Shrub Deciduous,28.62954712,0,0,20.96,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,60.54,0,16.57,0,0,0,0,0.21,1.52,0,0,0,98.38,0,0.1,0,0,0,0,1.52,0,NA,NA,NA
114,GslngBA_Estrelln,Peru-Andean Puna,GslngBA_Estrelln,-16.33795,-68.0426,6.77,7.29,41.83,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,0.4,NA,NA,46.03,NA,1.3467,93.3053,NA,NA,NA,0.12,1.56,1.26,0.5,NA,3,4.1,0,1445.7,3.99,1,4642,177.4,0.221649006,35,76,625,1540,0.002,1.117526741,Central Andean wet puna,312,1.875,0.29939,1,2,Shrub Deciduous,18.7282238,1.59,0,17.5,0,0,0,2.35,0,0,0,0.07,0,0.07,0,0,0.79,0,0,0,0,2.64,0,0,34.2,0,32.96,0,0,0,0.01,7.5,0.19,0,0.07,1.59,92.95,0.14,2.71,0.01,0,0,2.35,0.19,0,0.029268293,0.12,2
115,GslngBA_Jacumarn,Peru-Andean Puna,GslngBA_Jacumarn,-16.36296667,-70.39303333,7.43,10.28,437.37,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,1.11,NA,NA,49.17,NA,4.6452,50.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4419,4.3,3.335930109,38,105,594,1638,0.002,0.360413821,Central Andean puna,336,7.75,0.466374,1,4,Upland Tundra,4.250772953,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.56,0,8.72,0,0,0,0,87.4,0,0,0.15,0,99.01,0,0.15,0,0,0,0,0,0.84,NA,NA,NA
116,GslngBA_JchchKkt,Peru-Andean Puna,GslngBA_JchchKkt,-16.5782,-68.16758333,11.13,7.57,288.4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,2.5,NA,NA,38.87,NA,2.1834,88.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3753,136.8,0.166124001,90,80,549,1905,0,0.006696284,Central Andean wet puna,312,1.125,0.712843,2,2,Cold Grassland,31,0,0,19.73,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,61.89,0,16.44,0,0,0,0,0.21,1.52,0,0,0,98.37,0,0.1,0,0,0,0,1.52,0,NA,NA,NA
117,GslngBA_KK(nrth),Peru-Andean Puna,GslngBA_KK(nrth),-16.1327,-68.3617,9.27,8.54,79.1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.05,NA,NA,59.27,NA,1.9849,69.4934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4921,115.3,0.185484007,23,77,657,1575,0.0028,6.200525146,Central Andean wet puna,337,34.75,0.6366,7,4,Shrub Deciduous,5,12.72,0,18.9,0,0,0.22,0.35,0,0,0,0,2.04,0,0,0,4.17,0.3,0,0,0,0.37,0,0,25.39,0,34.38,0,0,0,0.15,0.74,0,0,0.22,12.72,83.58,0,2.63,0.15,0,0.22,0.35,0,0.3,NA,NA,NA
