,Row.names,region,code,lat,long,Water.T,pH,Cond,Turb,Chl,Secchi,Alkalinity,Ca,Mg,K,Na,Si,Cl,NO2,NO3,SO4,PO4,TN,TP,DO..,DO,Carbonate,Silicate,DOC,Waterdepth,MaxDepth,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Slope_100,Wshd_area,Elevation,area_sub.Basin,area_waterbody,MAT,P.season,MAP,T.season,Connectivity,X..aquatic.habitat,Ecoregion,Freshwater.ecoregion,TRI,tri1,lanfdorm,geology,land.cover,HFP2009,Bare.Desert,Barren.Tundra,Cold.Grassland,Cool.Grasses.and.Shrubs,Cool.Southern.Hemisphere.Mixed.Forests,Corn.and.Beans.Cropland,Crops.and.Town,Crops..Grass..Shrubs,Dry.Woody.Scrub,Evergreen.Broadleaf.Forests,Evergreen.Forest.and.Fields,Fields.and.Woody.Savanna,Forest.and.Field,Glacier.Ice,Grass.Crops,Hot.and.Mild.Grasses.and.Shrubs,Inland.Water,Low.Sparse.Grassland,Montane.Tropical.Forests,Rice.Paddy.and.Field,Savanna..Woods.,Sea.Water,Seasonal.Tropical.Forest,Semi.Desert.Shrubs,Shrub.Deciduous,Shrub.Evergreen,Southern.Hemisphere.Mixed.Forest,Succulent.and.Thorn.Scrub,Tropical.Degraded.Forest,Tropical.Rainforest,Upland.Tundra,Urban,Wooded.Wet.Swamp,Woody.Savanna,Barren,Grassland.and.shrubs,Forests,Savanna,Rainforest,Wetland,Agriculture,Crops.and.town,Urban.1,Inland.water,lake_depth_ratio,lake_catch_ratio,catch_vol_ratio
118,GslngBA_Lagunlls,Peru-Andean Puna,GslngBA_Lagunlls,-15.74625,-70.6765,15.5,9.47,765,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.59,NA,NA,90,NA,2.8581,83.3863,NA,NA,NA,64.14,71.86,2.53,800,800,2,12.5,10.99,842.8,6.82,850,4174,65.3,50.16019821,53,98,712,1768,0.0036,2.798127886,Central Andean puna,337,0,-9999,4,2,Semi Desert Shrubs,4.255021572,0,0,27.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,5.33,0,0,0,0,0,0,59.39,0,5.34,0,0,0,0,1.71,0,0,0.51,0,93.94,0.25,0.51,0,0,0,0,0,5.33,5.1312,0.075458824,1.0625
119,GslngBA_Laja,Peru-Andean Puna,GslngBA_Laja,-16.52876667,-68.39031667,16.4,9.31,224.83,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.04,NA,NA,70.6,NA,1.4174,89.1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3855,128.3,0.00512854,80,81,630,2407,0.0024,0.166723561,Central Andean wet puna,337,1.5,0.463338,2,4,Semi Desert Shrubs,10,0,0,5.12,0,0,0,0.7,0,0,0,0.07,0.1,0,0,0,3.58,0.05,0,0,0,0,0,0,87.89,0,2.1,0,0,0,0,0.01,0.05,0,0.3,0,98.7,0.07,0.4,0,0,0,0.7,0.05,0.05,NA,NA,NA
120,GslngBA_Lake 23,Peru-Andean Puna,GslngBA_Lake 23,-16.67815,-68.31545,13.3,7.91,177.87,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.9,NA,NA,62.23,NA,1.5401,93.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3864,61.1,0.0349393,78,80,541,2342,0.0024,0.166723561,Central Andean wet puna,337,1.125,0.195414,1,4,Semi Desert Shrubs,26,0,0,29.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,64.59,0,5.81,0,0,0,0,0.21,0.05,0,0,0,99.81,0,0.1,0,0,0,0,0.05,0,NA,NA,NA
121,GslngBA_Lake 27,Peru-Andean Puna,GslngBA_Lake 27,-16.62463333,-68.27481667,11.9,8.13,189,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.89,NA,NA,73.8,NA,1.2814,89.5223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3875,61.1,0.0120741,77,80,564,2277,0.0024,0.166723561,Central Andean wet puna,337,1.375,0.49454,3,2,Semi Desert Shrubs,19.68148613,0,0,20.04,0,0,0,0,0,0,0,0,0.1,0,0,0,0.12,0,0,0,0,0,0,0,65.14,0,13.37,0,0,0,0,0.21,1.07,0,0,0,98.88,0,0.1,0,0,0,0,1.07,0,NA,NA,NA
122,GslngBA_Lake 34,Peru-Andean Puna,GslngBA_Lake 34,-16.9146,-68.95038333,22.07,9.15,19.72,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.97,NA,NA,2.83,NA,9.6712,67.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3845,179.3,0.047544502,80,97,558,2289,0.0064,0.678328892,Central Andean dry puna,337,4.5,0.331919,2,4,Shrub Deciduous,9.00066185,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,58.52,0,19.03,0,0,0,0,16.76,0,0,0,0,99.56,0,0,0,0,0,0,0,0.44,NA,NA,NA
123,GslngBA_Lake 6,Peru-Andean Puna,GslngBA_Lake 6,-15.65503333,-70.19568333,14.37,10.21,1910,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,2.5,NA,NA,63.27,NA,18.0512,71.9315,NA,NA,NA,9.36,32.95,3.04,71.74,NA,3,7.7,7.78,106.8,2.49,1121.9,3833,2.5,2.682709932,90,91,612,1525,8.00E-04,1.370503411,Central Andean wet puna,337,0,0.0657087,6,1,Semi Desert Shrubs,7.296728134,0,0,8.14,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,3.26,0,0,0,0.05,0,0,88.34,0,0,0,0,0,0,0,0,0,0.02,0,96.53,0.1,0.07,0,0,0,0,0,3.26,1.215584416,0.00834299,15.6384165
124,GslngBA_Maquera,Peru-Andean Puna,GslngBA_Maquera,-15.88223333,-70.56458333,13.83,9.14,715,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,1.07,NA,NA,54.8,NA,16.6024,67.9311,NA,NA,NA,1.27,6.98,1.75,6.73,NA,3,5.3,0.09,906.3,3.25,10.7,4180,49.8,0.981158972,55,98,696,1672,0.0036,2.798127886,Central Andean puna,337,3.125,0.269998,6,1,Semi Desert Shrubs,4.852497578,0,0,12.88,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.7,0,0,0,0,0,0,63.78,0,4.56,0,0,0,0,16.28,0,0,0.73,0,97.5,0.06,0.73,0,0,0,0,0,1.7,0.239622642,0.118691589,1.589895988
125,GslngBA_Pacuna,Peru-Andean Puna,GslngBA_Pacuna,-15.57516667,-70.20845,12.63,8.17,82.93,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.22,NA,NA,17.4,NA,1.9783,85.6621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3843,102.7,0.00768651,91,89,616,1544,8.00E-04,1.370503411,Central Andean wet puna,337,1,0.194766,4,1,Semi Desert Shrubs,9.250246048,0,0,11.98,0,0,0,0,0,0,0,0.07,0,0,0,0,0,2.12,0,0.14,0,0,0,0,85.28,0,0.3,0,0,0,0,0,0,0,0.07,0,97.56,0.21,0.07,0,0,0,0,0,2.12,NA,NA,NA
126,GslngBA_SaraCoch,Peru-Andean Puna,GslngBA_SaraCoch,-15.77695,-70.61478333,14.3,8.29,1038.67,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,2.33,NA,NA,74,NA,6.1136,82.3733,NA,NA,NA,14.23,33.22,2.48,453.6,NA,3,31.9,1.67,3147.5,9.09,181.3,4154,14,10.85630035,57,98,728,1730,0.0036,2.798127886,Central Andean puna,337,0,0.0343262,4,2,Semi Desert Shrubs,4.251257896,0,0,22.72,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5.66,0,0,0,0,0,0,65.07,0,4.03,0,0,0,0,1.75,0,0,0.56,0,93.57,0.2,0.56,0,0,0,0,0,5.66,0.446081505,0.078488693,0.399691358
127,GslngBA_Ululumas,Peru-Andean Puna,GslngBA_Ululumas,-15.78345,-70.6001,12.2,9.25,1560,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.17,NA,NA,38.27,NA,1.6753,90.2627,NA,NA,NA,1.24,4.41,1.12,15.08,NA,3,12.1,0.09,2005.6,8.7,9.5,4273,71.3,0.607836008,46,97,724,1767,0.0036,2.798127886,Central Andean puna,337,0,0.0499925,4,1,Semi Desert Shrubs,4.250440121,0,0,18.37,0,0,0,0,0,0,0,0.15,0,0,0,0,0,4.99,0,0,0,0,0,0,70.09,0,4.09,0,0,0,0,1.74,0,0,0.56,0,94.29,0.15,0.56,0,0,0,0,0,4.99,0.102479339,0.130526316,0.629973475
128,GslngBA_Umapata,Peru-Andean Puna,GslngBA_Umapata,-15.53651667,-70.04575,10.7,9.88,485,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.07,NA,NA,16.96,NA,4.2727,65.4497,NA,NA,NA,0.89,4.44,1.33,1.63,NA,3,1.8,55.54,0.3,0.4,5006.7,3821,120.7,0.389618009,89,85,636,1681,0.0028,2.771012795,Central Andean wet puna,337,0.375,0.178345,6,1,Semi Desert Shrubs,13.34036255,0,0,22.04,0,0,0,0,0,0,0,0.37,0,0,0,0,0,9.41,0,0.19,0,0.05,0,0,67.74,0,0.07,0,0,0,0,0,0,0,0.07,0,89.85,0.56,0.12,0,0,0,0,0,9.41,0.494444444,0.000177762,3071.595092
129,"JunnPln_HgpCv,in",JuninPlain,"JunnPln_HgpCv,in",-11.268183,-75.787169,13.1,7.29,687,NA,NA,NA,197.1,99.2,17.9,0.8,22,3.3,44.7,NA,0.8,104.6,NA,NA,NA,NA,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3559,203.9,1.176419973,76,64,727,728,0,0.047056838,Peruvian Yungas,312,27.75,0.449079,3,2,Semi Desert Shrubs,6.852497578,0,0,10.03,0,0,0,0.07,0,0,0,1.38,0,4.65,0,0,2.19,0.23,0,0.77,0,0,0,0,70.03,0,7.26,0,0,0,0,2,0,0,1.41,0,91.51,6.8,1.41,0,0,0,0.07,0,0.23,NA,NA,NA
130,"JunnPln_HgpCv,ot",JuninPlain,"JunnPln_HgpCv,ot",-11.268183,-75.787169,13.7,7.34,680,NA,NA,NA,211.4,NA,NA,NA,NA,NA,44.6,NA,0.5,104.6,NA,NA,NA,NA,3.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3559,203.9,1.176419973,76,64,727,728,0,0.047056838,Peruvian Yungas,312,27.75,0.449079,2,4,Semi Desert Shrubs,6.852497578,0,0,10.03,0,0,0,0.07,0,0,0,1.38,0,4.65,0,0,2.19,0.23,0,0.77,0,0,0,0,70.03,0,7.26,0,0,0,0,2,0,0,1.41,0,91.51,6.8,1.41,0,0,0,0.07,0,0.23,NA,NA,NA
131,"JunnPln_J11,GK251",JuninPlain,"JunnPln_J11,GK251",-10.943925,-76.04598333,10.7,8.04,354,NA,NA,NA,180,54.9,10.3,0.6,1.2,2.9,2.5,NA,2.6,12.5,NA,1774.53,60.67,NA,4.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,4,1,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76,NA,NA,NA
132,"JunnPln_J11,GK252",JuninPlain,"JunnPln_J11,GK252",-10.943925,-76.04598333,10.7,8.04,354,NA,NA,NA,180,54.9,10.3,0.6,1.2,2.9,2.5,NA,2.6,12.5,NA,1774.53,60.67,NA,4.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,2,4,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76,NA,NA,NA
133,"JunnPln_J11,GK253",JuninPlain,"JunnPln_J11,GK253",-10.943925,-76.04598333,10.7,8.04,354,NA,NA,NA,180,54.9,10.3,0.6,1.2,2.9,2.5,NA,2.6,12.5,NA,1774.53,60.67,NA,4.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,4,1,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76,NA,NA,NA
134,"JunnPln_J13,Qd.A1",JuninPlain,"JunnPln_J13,Qd.A1",-10.97911667,-76.03618667,16.3,8.54,291,NA,NA,NA,88.6,47.1,3.3,0.6,1.5,2.3,0.5,NA,0,4.8,NA,486.28,34.6,NA,3.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4112,50.9,50.9,60,58,1067,774,0.004,16.32198662,Central Andean wet puna,312,5.875,0.462238,4,1,Evergreen Forest and Fields,5.253419399,0,0,34.22,0,0,0,1.87,0,0,0,25.21,0.55,1.45,0,0,3.28,14.53,0,0,1.19,0,0,0,4.34,0,9.8,0,0,0,1.82,0,0,0,1.51,0,51.64,26.66,2.06,1.82,0,1.19,1.87,0,14.53,NA,NA,NA
135,"JunnPln_Jn10,TdS1",JuninPlain,"JunnPln_Jn10,TdS1",-10.80961333,-76.1337,10.7,8.21,256,NA,NA,NA,145.7,43.4,3.1,0.4,2.6,1.8,0.6,0.1,NA,1.9,NA,283.84,16.36,NA,4.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4448,65.4,65.4,49,58,1038,724,0.004,16.32198662,Central Andean wet puna,312,11.375,0.564168,4,2,Evergreen Forest and Fields,8,0,0,29.2,0,0,0,0.94,0,0,0,51.22,0.27,2.74,0,0,2.86,2.47,0,0,1.3,0,0,0,0.13,0,5.4,0,0,0,2.12,0.05,0.35,0,0.79,0,37.64,53.96,1.06,2.12,0,1.3,0.94,0.35,2.47,NA,NA,NA
136,"JunnPln_Jn10,TdS2",JuninPlain,"JunnPln_Jn10,TdS2",-10.80961333,-76.1337,10.7,8.21,256,NA,NA,NA,145.7,43.4,3.1,0.4,2.6,1.8,0.6,0.1,NA,1.9,NA,283.84,16.36,NA,4.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4348,65.4,0.031974599,54,58,1065,723,0.004,16.32198662,Central Andean wet puna,312,3.125,0.611289,4,2,Evergreen Forest and Fields,8,0,0,29.24,0,0,0,0.93,0,0,0,51.26,0.18,2.05,0,0,3.22,1.37,0,0,1.3,0,0,0,0.16,0,6.86,0,0,0,2.12,0.05,0.33,0,0.79,0,39.53,53.31,0.97,2.12,0,1.3,0.93,0.33,1.37,NA,NA,NA
137,"JunnPln_Jn14,PR.1",JuninPlain,"JunnPln_Jn14,PR.1",-10.91474722,-76.0468,12.8,9.04,304,NA,NA,NA,148.6,36.8,9.7,0.6,7.8,1.3,8.3,NA,0,10.5,NA,320.65,18.96,NA,3.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4152,37.6,37.6,59,57,1141,760,0.004,16.32198662,Central Andean wet puna,312,2.375,0.222212,4,1,Cold Grassland,27.7282238,0,0,33.32,0,0,0,0.55,0,0,0,31.03,0.19,0.71,0,0,2,13.78,0,0,1.16,0,0,0,1.17,0,13.28,0,0,0,2.04,0.05,0,0,0.47,0,49.82,31.74,0.66,2.04,0,1.16,0.55,0,13.78,NA,NA,NA
138,"JunnPln_Jn7,SPdP1",JuninPlain,"JunnPln_Jn7,SPdP1",-10.963775,-76.23076944,15.8,8.37,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.34,13.75,NA,4.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4080,45.6,396.4670105,59,63,945,798,0.004,16.32198662,Central Andean wet puna,312,1.125,0.603683,4,1,Forest and Field,3.526983976,0,0,26.81,0,0,0,3.8,0,0,0,32.79,0.56,6.4,0,0,5.39,12.33,0,0,1.3,0,0,0,3.39,0,2.2,0,0,0,2.12,0.08,0,0,2.72,0,37.87,39.19,3.28,2.12,0,1.3,3.8,0,12.33,NA,NA,NA
139,"JunnPln_Jnn12,Ch1",JuninPlain,"JunnPln_Jnn12,Ch1",-11.00235833,-76.01002333,13.9,8.82,168,NA,NA,NA,106.9,25.4,2.6,1.3,3,1.2,0.4,NA,0,4.8,NA,289.98,11.15,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4111,59.4,59.4,59,58,1049,770,0.004,16.32198662,Central Andean wet puna,312,2.625,0.23393,4,1,Cold Grassland,13.25081539,0,0,35.49,0,0,0,1.6,0,0,0,21.12,0.4,2.03,0,0,3.95,13.79,0,0,1.53,0,0,0,5.75,0,10.59,0,0,0,1.92,0,0,0,1.59,0,55.78,23.15,1.99,1.92,0,1.53,1.6,0,13.79,NA,NA,NA
140,"JunnPln_Jnn1,CR.1",JuninPlain,"JunnPln_Jnn1,CR.1",-11.16535,-76.0174,11.2,7.91,337,NA,NA,NA,188.6,55.9,8.9,0.6,3.1,2.9,1.7,NA,0,12.5,NA,271.57,16.36,NA,5.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4091,100.2,1.190160036,55,58,914,839,0.0012,0.094675724,Central Andean wet puna,312,1,0.501251,3,2,Rice Paddy and Field,16,0,0,26.41,0,0,0,1.66,0,0,0,13.15,0.7,10.73,0,0,12.87,8.29,0,0,1.73,0,0,0,16.96,0,4.2,0,0,0,0.23,0,0,0,3.07,0,60.44,23.88,3.77,0.23,0,1.73,1.66,0,8.29,NA,NA,NA
141,"JunnPln_Jnn2,Wrs1",JuninPlain,"JunnPln_Jnn2,Wrs1",-11.113117,-76.090863,12.5,7.62,519,NA,NA,NA,240,72.5,14.8,1.9,11.6,4.4,14.9,NA,0,51.8,NA,375.86,8.54,NA,2.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4082,103.4,396.4670105,56,59,941,829,0.004,16.32198662,Central Andean wet puna,312,0.875,0.202515,4,2,Hot and Mild Grasses and Shrubs,8,0,0,27.42,0,0,0,2.03,0,0,0,20.61,0.86,8.81,0,0,12.23,13.35,0,0,1.73,0,0,0,5.59,0,2.98,0,0,0,1.18,0,0,0,3.13,0,48.22,29.42,3.99,1.18,0,1.73,2.03,0,13.35,NA,NA,NA
142,"JunnPln_Jnn2,Wrs2",JuninPlain,"JunnPln_Jnn2,Wrs2",-11.113117,-76.090863,12.5,7.62,519,NA,NA,NA,240,72.5,14.8,1.9,11.6,4.4,14.9,NA,0,51.8,NA,375.86,8.54,NA,2.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4082,103.4,396.4670105,56,59,941,829,0.004,16.32198662,Central Andean wet puna,312,0.875,0.202515,4,1,Hot and Mild Grasses and Shrubs,8,0,0,27.42,0,0,0,2.03,0,0,0,20.61,0.86,8.81,0,0,12.23,13.35,0,0,1.73,0,0,0,5.59,0,2.98,0,0,0,1.18,0,0,0,3.13,0,48.22,29.42,3.99,1.18,0,1.73,2.03,0,13.35,NA,NA,NA
143,"JunnPln_Jnn2,Wrs3",JuninPlain,"JunnPln_Jnn2,Wrs3",-11.113117,-76.090863,12.5,7.62,519,NA,NA,NA,240,72.5,14.8,1.9,11.6,4.4,14.9,NA,0,51.8,NA,375.86,8.54,NA,2.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4082,103.4,396.4670105,56,59,941,829,0.004,16.32198662,Central Andean wet puna,312,0.875,0.202515,4,1,Hot and Mild Grasses and Shrubs,8,0,0,27.42,0,0,0,2.03,0,0,0,20.61,0.86,8.81,0,0,12.23,13.35,0,0,1.73,0,0,0,5.59,0,2.98,0,0,0,1.18,0,0,0,3.13,0,48.22,29.42,3.99,1.18,0,1.73,2.03,0,13.35,NA,NA,NA
144,"JunnPln_Jnn3,sp21",JuninPlain,"JunnPln_Jnn3,sp21",-11.124276,-76.086351,12.9,7.54,530,NA,NA,NA,216.7,74.1,15.9,2.1,12,4.9,13.3,NA,0.7,42.2,NA,602.84,13.75,NA,3.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4083,42.5,396.4670105,55,59,937,823,0.004,16.32198662,Central Andean wet puna,312,0.875,0.60498,3,2,Hot and Mild Grasses and Shrubs,8,0,0,26.53,0,0,0,2.04,0,0,0,19.93,0.86,9.16,0,0,13.26,13.12,0,0,1.73,0,0,0,6.94,0,2.77,0,0,0,0.49,0,0,0,3.13,0,49.5,29.09,3.99,0.49,0,1.73,2.04,0,13.12,NA,NA,NA
145,"JunnPln_Jnn4,Ons1",JuninPlain,"JunnPln_Jnn4,Ons1",-11.08169722,-76.14765556,16.2,7.56,445,NA,NA,NA,211.1,64.7,14.8,1.1,14.9,6.6,6.7,NA,0.1,20.2,NA,1032.25,29.39,NA,2.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4112,103.4,396.4670105,56,60,948,840,0.004,16.32198662,Central Andean wet puna,312,9.25,0.389999,2,4,Evergreen Forest and Fields,18,0,0,24.69,0,0,0,3.21,0,0,0,21.95,0.48,9.74,0,0,13.17,13.83,0,0,1.67,0,0,0,2.39,0,3.25,0,0,0,1.92,0,0,0,3.65,0,43.5,31.69,4.13,1.92,0,1.67,3.21,0,13.83,NA,NA,NA
146,"JunnPln_Jnn4,Ons2",JuninPlain,"JunnPln_Jnn4,Ons2",-11.08169722,-76.14765556,16.2,7.56,445,NA,NA,NA,211.1,64.7,14.8,1.1,14.9,6.6,6.7,NA,0.1,20.2,NA,1032.25,29.39,NA,2.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4112,103.4,396.4670105,56,60,948,840,0.004,16.32198662,Central Andean wet puna,312,9.25,0.389999,4,1,Evergreen Forest and Fields,18,0,0,24.69,0,0,0,3.21,0,0,0,21.95,0.48,9.74,0,0,13.17,13.83,0,0,1.67,0,0,0,2.39,0,3.25,0,0,0,1.92,0,0,0,3.65,0,43.5,31.69,4.13,1.92,0,1.67,3.21,0,13.83,NA,NA,NA
147,"JunnPln_Jnn5,Cns1",JuninPlain,"JunnPln_Jnn5,Cns1",-11.055655,-76.15787333,16.8,7.35,1184,NA,NA,NA,240.5,98.7,25.6,4.2,89.4,5.2,148.8,NA,0,66.2,NA,486.28,13.75,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095,103.4,396.4670105,57,61,955,828,0.004,16.32198662,Central Andean wet puna,312,8.625,0.0766718,7,4,Cold Grassland,5.728223801,0,0,24.48,0,0,0,3.42,0,0,0,25.19,0.45,9.31,0,0,10.06,13.84,0,0,1.64,0,0,0,1.84,0,3.35,0,0,0,2.35,0,0,0,3.96,0,39.73,34.5,4.41,2.35,0,1.64,3.42,0,13.84,NA,NA,NA
148,"JunnPln_Jnn5,Cns2",JuninPlain,"JunnPln_Jnn5,Cns2",-11.055655,-76.15787333,16.8,7.35,1184,NA,NA,NA,240.5,98.7,25.6,4.2,89.4,5.2,148.8,NA,0,66.2,NA,486.28,13.75,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095,103.4,396.4670105,57,61,955,828,0.004,16.32198662,Central Andean wet puna,312,8.625,0.0766718,4,1,Cold Grassland,5.728223801,0,0,24.48,0,0,0,3.42,0,0,0,25.19,0.45,9.31,0,0,10.06,13.84,0,0,1.64,0,0,0,1.84,0,3.35,0,0,0,2.35,0,0,0,3.96,0,39.73,34.5,4.41,2.35,0,1.64,3.42,0,13.84,NA,NA,NA
149,"JunnPln_Jnn6,CR.1",JuninPlain,"JunnPln_Jnn6,CR.1",-11.041975,-76.187925,15.2,7.98,426.4,NA,NA,NA,108.6,19.7,9.3,2.9,4,0.6,0.5,NA,0,12.5,NA,118.21,16.36,NA,4.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4099,25.1,396.4670105,55,61,954,822,0.004,16.32198662,Central Andean wet puna,312,6,0.426492,4,1,Crops and Town,14,0,0,23.7,0,0,0,4.42,0,0,0,26.17,0.39,9.47,0,0,8.34,13.84,0,0,1.65,0,0,0,2.83,0,3.56,0,0,0,2.12,0.08,0,0,3.32,0,38.51,35.64,3.71,2.12,0,1.65,4.42,0,13.84,NA,NA,NA
150,"JunnPln_Jnn6,CR.2",JuninPlain,"JunnPln_Jnn6,CR.2",-11.041975,-76.187925,15.2,7.98,426.4,NA,NA,NA,108.6,19.7,9.3,2.9,4,0.6,0.5,NA,0,12.5,NA,118.21,16.36,NA,4.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4099,25.1,396.4670105,55,61,954,822,0.004,16.32198662,Central Andean wet puna,312,6,0.426492,4,1,Crops and Town,14,0,0,23.7,0,0,0,4.42,0,0,0,26.17,0.39,9.47,0,0,8.34,13.84,0,0,1.65,0,0,0,2.83,0,3.56,0,0,0,2.12,0.08,0,0,3.32,0,38.51,35.64,3.71,2.12,0,1.65,4.42,0,13.84,NA,NA,NA
151,"JunnPln_Jnn8,UpB1",JuninPlain,"JunnPln_Jnn8,UpB1",-10.92124,-76.262678,10.7,8.45,306,NA,NA,NA,105.4,44.3,5.8,0.8,4.4,0.7,NA,NA,0.1,53.8,NA,443.34,8.54,NA,4.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4083,2.5,396.4670105,59,63,929,807,0.004,16.32198662,Central Andean wet puna,312,3.75,0.504262,6,1,Evergreen Forest and Fields,12,0,0,25.87,0,0,0.05,2.96,0,0,0,31.32,0.52,11.13,0,0,9.75,6.6,0,0,1.3,0,0,0,3.57,0,2.09,0,0,0,1.88,0.08,0,0,2.71,0,41.36,42.45,3.23,1.88,0,1.35,2.96,0,6.6,NA,NA,NA
