"","Achnanthes.arenaria","Achnanthes.spp","Achnanthidium.exiguum","Achnanthidium.minutissimum","Amphora.acutiuscula","Amphora.atacamana","Amphora.atacamana.var.minor","Amphora.boliviana.var.elongata","Amphora.carvajaliana","Amphora.coffeaeformis","Amphora.copulata","Amphora.ovalis","Amphora.pediculus","Amphora.veneta","Anomoeneis.brachysira","Anomoeoneis.sphaephora.f.costata","Anomoeoneis.sphaerophora","Aulacoseira.alpigena","Aulacoseira.ambigua","Aulacoseira.cf.pusilla","Aulacoseira.distans","Aulacoseira.granulata","Aulacoseira.granulata.var.angustissima","Aulacoseira.herzogii","Aulacoseira.italica","Brachysira.brebissonii","Brachysira.microcephala","Brachysira.vitrea","Caloneis.westii","Cavinula.pseudoscutiformis","Cocconeis.placentula.placentula","Cocconeis.placentula.var.euglypta","Cocconeis.placentula.var.lineata","Cocconeis.placentula.var.placentula","Craticula.ambigua","Craticula.cuspidata","Craticula.halophila","Cyclostephanos.andinus","Cyclostephanos.tholiformis","Cyclotella.meneghiniana","Cyclotella.ocellata","Cymbella.cf.affinis","Cymbella.cymbiformis.cystula","Cymbella.sp.1.CAUCA","Cymbella.ventricosa","Denticula.elegans","Denticula.kuetzingii","Denticula.valida","Diadesmis.confervacea","Diadesmis.contenta","Diatoma.mesodon","Diatoma.tenius","Diatoma.vulgaris","Diploneis.ovalis","Diploneis.subovalis","Discostella.stelligera","Encyonema.cf.krammeri","Encyonema.gracile","Encyonema.minutiforme","Encyonema.minutum","Encyonema.neogracile","Encyonema.silesiacum","Encyonema.tenuissimum","Encyonopsis.cesatii","Encyonopsis.cf.difficiliformis","Encyonopsis.cf.krammerioides","Encyonopsis.cf.subminuta","Encyonopsis.krammeroides","Encyonopsis.microcephala","Encyonopsis.sp.1.LLAVIUCU","Encyonopsis.subminuta","Entomoneis.paludosa.var.subsalina","Eolimna.minima","Epithemia.adnata","Epithemia.argus","Epithemia.sorex","Epithemia.turgida","Eunotia.bilunaris","Eunotia.camelus","Eunotia.cf.arcus","Eunotia.didyma","Eunotia.flexuosa","Eunotia.incisa","Eunotia.minor","Eunotia.naegelii","Eunotia.paludosa","Eunotia.subacuartoides","Eunotia.transfuga","Fragilaria.aff.nanana","Fragilaria.capucina","Fragilaria.capucina.var.gracilis","Fragilaria.crotonensis","Fragilaria.nanana","Fragilaria.pinnata.var.lancettula","Fragilaria.santamarensis","Fragilaria.sp.1.LAGUNILLAS","Fragilaria.tenera","Fragilaria.vaucheriae","Fragilariforma.javanica","Fragilariforma.virescens","Frustulia.aff..megaliesmontana","Frustulia.crassinerva","Frustulia.rhomboides","Gomphonema.acuminatum","Gomphonema.angustatum","Gomphonema.cf.minusculum","Gomphonema.cf.subtile","Gomphonema.gracile","Gomphonema.lagenula","Gomphonema.minutum","Gomphonema.parvulum","Gomphonema..pumilum","Gomphonema.sp.1.ESTRELLANI","Gomphonema.truncatum","Gomphonema.truncatum.var.capitatum","Gomphonema.variostriatum","Gyrosigma.acuminatum","Halamphora.kevei","Haloroundia.speciosa","Hantzschia.amphioxys","Hantzschia.sp.1.SUDLIPEZ","Hippodonta.hungarica","Kobayasiella.subtilissima","Lemnicola.hungarica","Luticola.mutica","Luticola.nivalis","Mastoglia.atacamae","Navicula.capitatoradiata","Navicula.cariocincta","Navicula.cf.dilucida","Navicula.cincta","Navicula.criptotenelloides","Navicula.cryptocephala","Navicula.cryptotenella","Navicula.erifuga","Navicula.gregaria","Navicula.heimansioides.sensu","Navicula.lauca","Navicula.margalithii","Navicula.menisculus","Navicula.paramutica.var.binodis","Navicula.peregrina","Navicula.pseudolanceolata","Navicula.radiosa","Navicula.radiosa.var.parva","Navicula.salinicola","Navicula.sp.1.CAUCA","Navicula.tripunctata","Navicula.trivialis","Navicula.veneta","Navicula.viridulacalcis","Navicymbula.pusilla","Nitzschia.accedens.var.chilensis","Nitzschia.agnita","Nitzschia.alpina","Nitzschia.amphibia","Nitzschia.archibaldii","Nitzschia.cf.archibaldii","Nitzschia.cf.palea","Nitzschia.cf.perminuta","Nitzschia.cf.pusilla","Nitzschia.chungara","Nitzschia.compressa","Nitzschia.dissipata","Nitzschia.epithemioides","Nitzschia.fonticola","Nitzschia.frustulum","Nitzschia.hantzschiana","Nitzschia.inconspicua","Nitzschia.liebertruthii","Nitzschia.linearis","Nitzschia.oberheimiana","Nitzschia.palea","Nitzschia.paleacea","Nitzschia.perminuta","Nitzschia.pumila","Nitzschia.pusilla","Nitzschia.sigma","Nitzschia.sigmoidea","Nitzschia.sp.1.CAUCA","Nitzschia.tropica","Nitzschia.valdecostata","Nitzshia fonticola/lacuum","Pinnularia.borealis","Pinnularia.brauniana","Pinnularia.maior","Pinnularia.microstauron","Pinnularia.obscura","Pinnularia.subgibba","Pinnularia.termitina","Pinnularia.viridis","Planothidium.delicatulum","Planothidium.lanceolatum","Psammothidium.chlidanos","Psammothidium.grischunum","Psammothidium.subatomoides","Pseudostaurosira.brevistriata","Pseudostaurosira.cf.sajamaensis","Pseudostaurosira.subsalina","Pseudostaurosira.zeilleri","Pseudostaurosira.zeilleri.var.capitellata","Reimeria.sinuata","Rhoicosphenia.abbreviata","Rhopalodia.gibba","Rhopalodia.wetzelii","Sellaphora.laevissima","Sellaphora.pupula","Sellaphora.rectangularis","Sellaphora.seminulum","Stauroneis.bathurstensis","Stauroneis.gracilior","Stauroneis.gracilis","Stauroneis.phoenicenteron","Staurophora.wislouchii","Staurosira.construens","Staurosira.construens.var.venter","Staurosirella.lapponica","Staurosirella.leptostauron","Staurosirella.pinnata","Stenopterobia.delicatissima","Surirella.linearis","Surirella.sella","Surirella.wetzelii","Synedra.acus","Synedra.nana","Synedra.rumpens","Tabellaria.fenestrata","Tabellaria.flocculosa.str.IV","Tabellaria.tabulata","Tryblionella.apiculata","Tryblionella.hungarica","Ulnaria.delicatissima","Ulnaria.delicatissima.var.angustissima","Ulnaria.ulna"
"211",0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0,0,0,0,3.4,0,6.9,8.3,0,0,6.49,0,0,0,0,0,0.43,0,0,0,0,30.4,0,0,0,3.68,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,4.44,0,1.41,0,0,0,0,0,0,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,11.26,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.87,0,1.95,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,0
"212",0.3,0,0,0,0,1.79,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0,2.2,0,0,6.7,0,0,0,0,0,0,0,0,0.6,0,10.97,0,0,22.9,0,0,0,2.19,0,0,8.18,0,0,0,0,0,0,0,0,0,0.6,0,7.28,0,0,0,0,0,0,0,0.3,0,0,0,13.86,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.5,0,0,0,0,8.97,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"213",0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,73.06,0,0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.5,0,0,0
"214",0,0,0,0,0,5.43,5.55,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,10.97,0,0,0,0,0,0,0,0,0,0,12.7,0,0,14.92,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0.37,0,3.45,0,1.85,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,10.23,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,5.8,0,0,1.85,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0
"215",0,0,0,0,0,6.7,4.5,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,7.3,0,0,0,0,0,0,0,0,0,0,12.9,0,0,21.4,0,0,0,0.6,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,7.3,0,0,0.6,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0,0,0,0,0,0,0,1.1,0,0,0
"216",0,0,0,0,0,8.4,0,0.68,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,5.4,0,0,17.7,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,6.6,0,1.8,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,10,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,3.65,0,0,2.73,0,0,0.91,4.1,0,0,0,0,0,0,0,1.37,0,0,0
"217",0,0,0,0,0,4.94,2.22,1.31,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,8.58,0,0,2.72,0,0,0,0,0,0,0,0,0,0,25.73,0,0,0,0.91,0,0,7.37,0,2.22,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0.1,0.2,0,0,0,0,0,0,0,0.4,0,0,0
"218",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,0,0,0,0,1.01,0,0,50.25,0,0,0,0,0,1.51,0,0,0,0,0,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,15.18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15.66,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,5,4.96,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,2.24,0,0,0
"220",0,0,0,0,0,2.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,7.4,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,24.3,0,0,2.9,0,0,0,5.9,0,3.53,0.42,0,0,0,0,0,0,0,0,0,2.4,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,1.46,1.56,0,0,0,0,0,0,0,3.9,0,0,0
"221",0,0,0,0,0,3.41,0,0,54.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,3.82,0,0,0,0,0,0,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,1.91,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,4.82,0.4,0,0,0,0,0,0,0,0,0,0,0
"222",0,0,0,0,0,1.89,0.3,0,63.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,8.87,0,0,7.88,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,2.89,0,0,0
"223",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0.7,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1.4,0,0,0,0,0,0,0,0.5,0,0,0,0.1,1.39,0,80.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0
